ID	title	language	publisher	region	release_date	serial	version
ULUS-10006	Metal Gear Ac!d	English	N/A	NTSC-U	N/A	ULUS-10006	N/A
ULUS-10007	Need for Speed: Underground Rivals	English	N/A	NTSC-U	N/A	ULUS-10007	N/A
ULUS-10008	NFL Street 2: Unleashed	English	N/A	NTSC-U	N/A	ULUS-10008	N/A
ULUS-10009	Tiger Woods PGA Tour	English	N/A	NTSC-U	N/A	ULUS-10009	N/A
ULUS-10010	NBA Street Showdown	English	N/A	NTSC-U	N/A	ULUS-10010	N/A
ULUS-10011	FIFA Soccer	English	N/A	NTSC-U	N/A	ULUS-10011	N/A
ULUS-10012	MVP Baseball	English	N/A	NTSC-U	N/A	ULUS-10012	N/A
ULUS-10013	Rengoku: The Tower of Purgatory	English	N/A	NTSC-U	N/A	ULUS-10013	N/A
ULUS-10014	Tony Hawk's Underground 2 Remix	English	N/A	NTSC-U	N/A	ULUS-10014	N/A
ULUS-10015	Spider-Man 2	English	N/A	NTSC-U	N/A	ULUS-10015	N/A
ULUS-10016	Smart Bomb	English	N/A	NTSC-U	N/A	ULUS-10016	N/A
ULUS-10017	Archer Maclean's Mercury	English	N/A	NTSC-U	N/A	ULUS-10017	N/A
ULUS-10018	PoPoLoCrois	English	N/A	NTSC-U	N/A	ULUS-10018	N/A
ULUS-10019	Coded Arms	English	N/A	NTSC-U	N/A	ULUS-10019	N/A
ULUS-10020	Ghost in the Shell: Stand Alone Complex	English	N/A	NTSC-U	N/A	ULUS-10020	N/A
ULUS-10021	Midnight Club 3: DUB Edition	English	Take 2 Interactive	NTSC-U	2006-01-25	ULUS-10021	2.02
ULUS-10022	The Legend of Heroes: A Tear of Vermillion	English	N/A	NTSC-U	2005-09-28	ULUS-10022	1.01
ULUS-10023	Dead to Rights: Reckoning	English	N/A	NTSC-U	N/A	ULUS-10023	1.00
ULUS-10024	Madden NFL 06	English	N/A	NTSC-U	N/A	ULUS-10024	N/A
ULUS-10025	Burnout Legends	Dutch / English / French / German / Italian / Spanish	N/A	NTSC-U	N/A	ULUS-10025	N/A
ULUS-10026	Frogger: Helmet Chaos	English	N/A	NTSC-U	2005-08-16	ULUS-10026	1.00
ULUS-10027	Death Jr.	English	N/A	NTSC-U	N/A	ULUS-10027	N/A
ULUS-10028	Tiger Woods PGA Tour 06	English	N/A	NTSC-U	N/A	ULUS-10028	N/A
ULUS-10029	FIFA Soccer 06	English	N/A	NTSC-U	N/A	ULUS-10029	N/A
ULUS-10030	NBA Live 06	English	N/A	NTSC-U	N/A	ULUS-10030	N/A
ULUS-10031	The Sims 2	English	N/A	NTSC-U	N/A	ULUS-10031	N/A
ULUS-10032	Harry Potter and the Goblet of Fire	English	N/A	NTSC-U	N/A	ULUS-10032	N/A
ULUS-10033	Marvel Nemesis: Rise of the Imperfects	English	N/A	NTSC-U	N/A	ULUS-10033	N/A
ULUS-10034	Armored Core: Formula Front Extreme Battle	English	N/A	NTSC-U	N/A	ULUS-10034	N/A
ULUS-10035	Namco Museum Battle Collection	English	N/A	NTSC-U	2005-07-01	ULUS-10035	1.00
ULUS-10036	Need for Speed: Most Wanted: 5-1-0	English	N/A	NTSC-U	N/A	ULUS-10036	N/A
ULUS-10037	Virtua Tennis: World Tour	English	N/A	NTSC-U	N/A	ULUS-10037	N/A
ULUS-10038	The Lord of the Rings: Tactics	English	N/A	NTSC-U	N/A	ULUS-10038	N/A
ULUS-10039	Frantix	English	N/A	NTSC-U	N/A	ULUS-10039	N/A
ULUS-10040	Gripshift	English	N/A	NTSC-U	N/A	ULUS-10040	N/A
ULUS-10041	Grand Theft Auto: Liberty City Stories	English / French / German / Italian / Spanish	Take 2 Interactive	NTSC-U	2005-09-11	ULUS-10041	1.02
ULUS-10042	SSX on Tour	English	N/A	NTSC-U	N/A	ULUS-10042	N/A
ULUS-10043	Ultimate Block Party	English	N/A	NTSC-U	N/A	ULUS-10043	N/A
ULUS-10044	Crash Tag Team Racing	English	N/A	NTSC-U	N/A	ULUS-10044	N/A
ULUS-10045	X-Men Legends II: Rise of Apocalypse	English	N/A	NTSC-U	N/A	ULUS-10045	N/A
ULUS-10046	PQ: Practical Intelligence Quotient	English	N/A	NTSC-U	N/A	ULUS-10046	N/A
ULUS-10047	World Series of Poker	English	N/A	NTSC-U	N/A	ULUS-10047	N/A
ULUS-10048	The Hustle: Detroit Streets	English	N/A	NTSC-U	N/A	ULUS-10048	N/A
ULUS-10050	WWE SmackDown vs. Raw 2006	English	N/A	NTSC-U	N/A	ULUS-10050	N/A
ULUS-10051	Ys: The Ark of Napishtim	English	N/A	NTSC-U	N/A	ULUS-10051	N/A
ULUS-10052	Pinball Hall of Fame: The Gottlieb Collection	English	N/A	NTSC-U	N/A	ULUS-10052	N/A
ULUS-10053	Star Wars: Battlefront II	English	N/A	NTSC-U	N/A	ULUS-10053	N/A
ULUS-10054	Infected	English	N/A	NTSC-U	2005-09-22	ULUS-10054	1.00
ULUS-10055	Pac-Man World 3	English	N/A	NTSC-U	N/A	ULUS-10055	N/A
ULUS-10056	World Tour Soccer: Winning Eleven 9	English	N/A	NTSC-U	N/A	ULUS-10056	N/A
ULUS-10057	Bust-A-Move: Deluxe	English	N/A	NTSC-U	N/A	ULUS-10057	N/A
ULUS-10057TESS 008270	Bust A Move	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10058	Stealth + WipEout Pure	N/A	N/A	NTSC-U	N/A	ULUS-10058	N/A
ULUS-10059	Midway Arcade Treasures: Extended Play	English	N/A	NTSC-U	N/A	ULUS-10059	N/A
ULUS-10060	World Championship Poker 2 featuring Howard Lederer	English	N/A	NTSC-U	N/A	ULUS-10060	N/A
ULUS-10061	Tokobot	English	N/A	NTSC-U	N/A	ULUS-10061	N/A
ULUS-10062	Street Fighter Alpha 3 Max	English	N/A	NTSC-U	N/A	ULUS-10062	N/A
ULUS-10063	Prince of Persia: Revelations	English / French / Spanish	N/A	NTSC-U	N/A	ULUS-10063	N/A
ULUS-10064	OutRun 2006: Coast 2 Coast	English	N/A	NTSC-U	N/A	ULUS-10064	N/A
ULUS-10065	Worms: Open Warfare	English	N/A	NTSC-U	N/A	ULUS-10065	N/A
ULUS-10066	Fight Night Round 3	English	N/A	NTSC-U	N/A	ULUS-10066	N/A
ULUS-10067	FIFA Street 2	English	N/A	NTSC-U	N/A	ULUS-10067	N/A
ULUS-10068	Mega Man: Maverick Hunter X	English	N/A	NTSC-U	N/A	ULUS-10068	N/A
ULUS-10069	Street Supremacy	English	N/A	NTSC-U	N/A	ULUS-10069	1.00
ULUS-10070	Tom Clancy's Splinter Cell: Essentials	English	N/A	NTSC-U	N/A	ULUS-10070	N/A
ULUS-10071	MX vs. ATV: On the Edge	English	N/A	NTSC-U	N/A	ULUS-10071	N/A
ULUS-10072	Peter Jackson's King Kong: The Official Game of the Movie	English	N/A	NTSC-U	N/A	ULUS-10072	N/A
ULUS-10073	Disney/Pixar Cars	English	N/A	NTSC-U	N/A	ULUS-10073	N/A
ULUS-10074	Exit	English	N/A	NTSC-U	N/A	ULUS-10074	N/A
ULUS-10075	Generation of Chaos	English	N/A	NTSC-U	N/A	ULUS-10075	N/A
ULUS-10076	Spectral Souls: Resurrection of the Ethereal Empires	English	N/A	NTSC-U	N/A	ULUS-10076	N/A
ULUS-10077	Metal Gear Ac!d²	English	N/A	NTSC-U	N/A	ULUS-10077	N/A
ULUS-10078	NBA Ballers: Rebound	English	N/A	NTSC-U	N/A	ULUS-10078	N/A
ULUS-10079	World Poker Tour	English	N/A	NTSC-U	N/A	ULUS-10079	N/A
ULUS-10080	007: From Russia with Love	English	N/A	NTSC-U	N/A	ULUS-10080	N/A
ULUS-10081	Dragon Ball Z: Shin Budokai	English	N/A	NTSC-U	N/A	ULUS-10081	N/A
ULUS-10082	FIFA World Cup Germany 2006	English	N/A	NTSC-U	N/A	ULUS-10082	N/A
ULUS-10083	Astonishia Story	English	N/A	NTSC-U	N/A	ULUS-10083	N/A
ULUS-10084	Monster Hunter Freedom	English	N/A	NTSC-U	N/A	ULUS-10084	N/A
ULUS-10085	Kao Challengers	English	N/A	NTSC-U	N/A	ULUS-10085	N/A
ULUS-10086	Untold Legends: The Warrior's Code	English	N/A	NTSC-U	N/A	ULUS-10086	N/A
ULUS-10086TEDL 011910	Untold Legends 2	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10087	Viewtiful Joe: Red Hot Rumble	English	N/A	NTSC-U	N/A	ULUS-10087	N/A
ULUS-10088	Field Commander	English	N/A	NTSC-U	N/A	ULUS-10088	N/A
ULUS-10089	Samurai Warriors: State of War	English	N/A	NTSC-U	N/A	ULUS-10089	N/A
ULUS-10089TESS 011640	Samurai Warriors	N/A	N/A	NTSC-U	N/A	N/A	1.01
ULUS-10090	Juiced: Eliminator	English	N/A	NTSC-U	N/A	ULUS-10090	N/A
ULUS-10091	Mega Man: Powered Up	English	N/A	NTSC-U	N/A	ULUS-10091	N/A
ULUS-10092	Nickelodeon SpongeBob SquarePants: The Yellow Avenger	English	N/A	NTSC-U	N/A	ULUS-10092	N/A
ULUS-10093	WRC: FIA World Rally Championship	English	N/A	NTSC-U	N/A	ULUS-10093	N/A
ULUS-10094	Me & My Katamari	English	N/A	NTSC-U	N/A	ULUS-10094	N/A
ULUS-10094TEDL 01?????	Me & My Katamari / Me & My Katamari	N/A	Bandai Namco Entertainment	NTSC-U	N/A	N/A	1.00
ULUS-10095	Go! Sudoku	English / French / German / Italian / Spanish	N/A	NTSC-U	N/A	ULUS-10095	N/A
ULUS-10096	Race Driver 2006	English	N/A	NTSC-U	N/A	ULUS-10096	N/A
ULUS-10097	Capcom Classics Collection Remixed	English	N/A	NTSC-U	N/A	ULUS-10097	1.00
ULUS-10098	The Godfather: Mob Wars	English	N/A	NTSC-U	N/A	ULUS-10098	N/A
ULUS-10099	Major League Baseball 2K6	English	N/A	NTSC-U	N/A	ULUS-10099	N/A
ULUS-10100	Def Jam: Fight for NY: The Takeover	English	N/A	NTSC-U	N/A	ULUS-10100	N/A
ULUS-10101	Stacked with Daniel Negreanu	English	N/A	NTSC-U	N/A	ULUS-10101	N/A
ULUS-10102	Mortal Kombat: Unchained	English	N/A	NTSC-U	N/A	ULUS-10102	N/A
ULUS-10102TEDL 012290	MK Unchained	N/A	N/A	NTSC-U	N/A	N/A	1.01
ULUS-10103	Gradius Collection	English	N/A	NTSC-U	N/A	ULUS-10103	N/A
ULUS-10104	Guilty Gear Judgment	English	N/A	NTSC-U	N/A	ULUS-10104	N/A
ULUS-10104TESS 01????	Guilty Gear Judgement	N/A	N/A	NTSC-U	N/A	N/A	1.01
ULUS-10105	Ultimate Ghosts'n Goblins	English	N/A	NTSC-U	N/A	ULUS-10105	N/A
ULUS-10105Tess 012580	Ultimate Ghosts n Goblins	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10106	Cabela's Dangerous Hunts: Ultimate Challenge	English	N/A	NTSC-U	N/A	ULUS-10106	N/A
ULUS-10107	Valkyrie Profile: Lenneth	English	N/A	NTSC-U	N/A	ULUS-10107	N/A
ULUS-10108	Metal Gear Solid: Digital Graphic Novel	English	N/A	NTSC-U	N/A	ULUS-10108	N/A
ULUS-10108TEDL 012810	Metal Gear Solid: Digital Graphic Novel / Metal Gear Solid Digital Graphic Novel PSP	N/A	N/A	NTSC-U	N/A	N/A	1.01
ULUS-10109	Miami Vice: The Game	English	N/A	NTSC-U	N/A	ULUS-10109	N/A
ULUS-10110	Lara Croft Tomb Raider: Legend	English / French / German / Italian / Spanish	N/A	NTSC-U	N/A	ULUS-10110	N/A
ULUS-10111	Pirates of the Caribbean: Dead Man's Chest	English / French	N/A	NTSC-U	N/A	ULUS-10111	N/A
ULUS-10112	FIFA Soccer 07	English	N/A	NTSC-U	N/A	ULUS-10112	N/A
ULUS-10113	NBA Live 07	English	N/A	NTSC-U	N/A	ULUS-10113	N/A
ULUS-10114	Need for Speed: Carbon: Own the City	English	N/A	NTSC-U	N/A	ULUS-10114	N/A
ULUS-10114TESS 012980	Need For Speed Carbon: Own The City	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10115	Tiger Woods PGA Tour 07	English	N/A	NTSC-U	N/A	ULUS-10115	N/A
ULUS-10116	NCAA Football 07	English	N/A	NTSC-U	N/A	ULUS-10116	N/A
ULUS-10117	Madden NFL 07	English	N/A	NTSC-U	N/A	ULUS-10117	N/A
ULUS-10118	Payout: Poker & Casino	English	N/A	NTSC-U	N/A	ULUS-10118	N/A
ULUS-10120	Puzzle Challenge: Crosswords and More!	English	N/A	NTSC-U	N/A	ULUS-10120	N/A
ULUS-10121	Bomberman	English	N/A	NTSC-U	N/A	ULUS-10121	N/A
ULUS-10122	NASCAR	English	N/A	NTSC-U	N/A	ULUS-10122	N/A
ULUS-10123	Warhammer: Battle for Atluma	English	N/A	NTSC-U	N/A	ULUS-10123	N/A
ULUS-10123TESS 013???	Warhammer: Warcry	N/A	N/A	NTSC-U	N/A	N/A	1.02
ULUS-10124	Blade Dancer: Lineage of Light	English	N/A	NTSC-U	N/A	ULUS-10124	N/A
ULUS-10125	The Legend of Heroes II: Prophecy of the Moonlight Witch	English	N/A	NTSC-U	N/A	ULUS-10125	N/A
ULUS-10126	Carol Vorderman's Sudoku	English / French / German / Italian / Spanish	N/A	NTSC-U	N/A	ULUS-10126	N/A
ULUS-10127	Rengoku II: The Stairway to H.E.A.V.E.N.	English	N/A	NTSC-U	N/A	ULUS-10127	N/A
ULUS-10128	50 Cent: Bulletproof: G-Unit Edition	English	N/A	NTSC-U	N/A	ULUS-10128	N/A
ULUS-10128TEDL ????40	50 Cent: Bulletproof G-Unit Edition / 50 cent PSP G Unit	N/A	N/A	NTSC-U	N/A	N/A	1.01
ULUS-10129	Micro Machines V4	English	N/A	NTSC-U	N/A	ULUS-10129	N/A
ULUS-10130	The Sims 2: Pets	English	N/A	NTSC-U	N/A	ULUS-10130	N/A
ULUS-10131	NHL 07	English	N/A	NTSC-U	N/A	ULUS-10131	N/A
ULUS-10132	Super Monkey Ball Adventure	English	N/A	NTSC-U	N/A	ULUS-10132	N/A
ULUS-10132TESS 014000	Super Monkey Ball	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10133	Mercury Meltdown	English / French / Spanish	N/A	NTSC-U	N/A	ULUS-10133	N/A
ULUS-10134	Capcom Classics Collection Reloaded	English	N/A	NTSC-U	N/A	ULUS-10134	N/A
ULUS-10134TESS 014180	Capcom Classics Collection Reloaded / Capcom Classics Collection Reloaded	N/A	Capcom	NTSC-U	N/A	N/A	1.00
ULUS-10135	NFL Street 3	English	N/A	NTSC-U	N/A	ULUS-10135	N/A
ULUS-10136	Yu-Gi-Oh! GX: Tag Force	English	N/A	NTSC-U	N/A	ULUS-10136	N/A
ULUS-10136TESS 014220	YU-GI-OH! GX Tag Force	N/A	N/A	NTSC-U	N/A	N/A	1.02
ULUS-10137	Rapala Trophies	English	N/A	NTSC-U	N/A	ULUS-10137	N/A
ULUS-10138	MTX Mototrax	English	N/A	NTSC-U	N/A	ULUS-10138	N/A
ULUS-10139	Tekken: Dark Resurrection	English / French / German / Italian / Spanish	N/A	NTSC-U	N/A	ULUS-10139	N/A
ULUS-10139TEDL 014390	Tekken: Dark Resurrection / Tekken Dark Resurrection	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10140	EA Replay	English	N/A	NTSC-U	N/A	ULUS-10140	N/A
ULUS-10141	Medal of Honor: Heroes	English	N/A	NTSC-U	N/A	ULUS-10141	N/A
ULUS-10142	Harvest Moon: Boy & Girl	English	N/A	NTSC-U	N/A	ULUS-10142	N/A
ULUS-10143	Bubble Bobble Evolution	English	N/A	NTSC-U	N/A	ULUS-10143	N/A
ULUS-10143TESS 014650	Bubble Bobble	N/A	N/A	NTSC-U	N/A	N/A	1.01
ULUS-10144	The Legend of Heroes III: Song of the Ocean	English	N/A	NTSC-U	N/A	ULUS-10144	N/A
ULUS-10145	World Championship Poker featuring Howard Lederer: All In	English	N/A	NTSC-U	N/A	ULUS-10145	N/A
ULUS-10146	Eragon	English	N/A	NTSC-U	N/A	ULUS-10146	N/A
ULUS-10147	Every Extend Extra	English	N/A	NTSC-U	N/A	ULUS-10147	N/A
ULUS-10148	Scarface: Money. Power. Respect.	English	N/A	NTSC-U	N/A	ULUS-10148	N/A
ULUS-10149	Pac-Man World Rally	English	N/A	NTSC-U	N/A	ULUS-10149	N/A
ULUS-10150	Star Trek: Tactical Assault	English	N/A	NTSC-U	N/A	ULUS-10150	N/A
ULUS-10150TESS 014770	Star Trek: Tactical Assault	N/A	N/A	NTSC-U	N/A	N/A	1.01
ULUS-10151	Pocket Pool	English	N/A	NTSC-U	N/A	ULUS-10151	N/A
ULUS-10152	Open Season	Dutch / English / French / Spanish	N/A	NTSC-U	N/A	ULUS-10152	N/A
ULUS-10153	MotoGP	English	N/A	NTSC-U	N/A	ULUS-10153	N/A
ULUS-10154	Metal Slug Anthology	English	N/A	NTSC-U	N/A	ULUS-10154	N/A
ULUS-10154TEDL 016250	Metal Slug Anthology / Metal Slug Anthology	N/A	SNK Playmore	NTSC-U	N/A	N/A	1.03
ULUS-10155	LEGO Star Wars II: The Original Trilogy	English	N/A	NTSC-U	N/A	ULUS-10155	N/A
ULUS-10155TEDL 014970	Lego Star Wars 2	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10156	BattleZone	English	N/A	NTSC-U	N/A	ULUS-10156	N/A
ULUS-10157	Death Jr. II: Root of Evil	English	N/A	NTSC-U	N/A	ULUS-10157	N/A
ULUS-10158	Gun Showdown	English	N/A	NTSC-U	N/A	ULUS-10158	N/A
ULUS-10158TESS 015140	GUN Showdown / Gun Showdown	N/A	Activision	NTSC-U	2006-08-18	N/A	1.00
ULUS-10159	Ford Bold Moves Street Racing	English	N/A	NTSC-U	N/A	ULUS-10159	N/A
ULUS-10160	Grand Theft Auto: Vice City Stories	English	N/A	NTSC-U	N/A	ULUS-10160	N/A
ULUS-10160TEDL 015240	Grand Theft Auto: Vice City Stories / GTA: Vice City Stories	N/A	Rockstar Games	NTSC-U	2006-10-04	N/A	1.02
ULUS-10161	Bounty Hounds	English	N/A	NTSC-U	N/A	ULUS-10161	N/A
ULUS-10161TEDL 015250	Bounty Hounds / Bounty Hounds	N/A	Bandai Namco Entertainment	NTSC-U	N/A	N/A	1.00
ULUS-10162	World Series of Poker: Tournament of Champions: 2007 Edition	English	N/A	NTSC-U	N/A	ULUS-10162	N/A
ULUS-10163	Pocket Racers	English	N/A	NTSC-U	N/A	ULUS-10163	N/A
ULUS-10164	Xiaolin Showdown	English	N/A	NTSC-U	N/A	ULUS-10164	N/A
ULUS-10164TESS 015350	Xiaolin Showdown	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10165	Nickelodeon Avatar: The Last Airbender	English	N/A	NTSC-U	N/A	ULUS-10165	N/A
ULUS-10166	Reel Fishing: The Great Outdoors	English	N/A	NTSC-U	N/A	ULUS-10166	N/A
ULUS-10167	Marvel: Ultimate Alliance	English	N/A	NTSC-U	N/A	ULUS-10167	N/A
ULUS-10167TEDL 015440	Marvel Ultimate Alliance / Marvel Ultimate Alliance	N/A	N/A	NTSC-U	N/A	N/A	1.02
ULUS-10168	Scooby-Doo! Who's Watching Who?	English	N/A	NTSC-U	N/A	ULUS-10168	N/A
ULUS-10168TESS 015460	Scooby Doo: Who´s Watching Who	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10169	Winning Eleven: Pro Evolution Soccer 2007	English / Spanish	N/A	NTSC-U	N/A	ULUS-10169	N/A
ULUS-10170	Dynasty Warriors Vol. 2	English	N/A	NTSC-U	N/A	ULUS-10170	N/A
ULUS-10171	Power Stone Collection	English	N/A	NTSC-U	N/A	ULUS-10171	N/A
ULUS-10171TESS 015500	PowerStone Collection	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10172	WTF: Work Time Fun	English	N/A	NTSC-U	N/A	ULUS-10172	N/A
ULUS-10172TESS 015540	WTF: Work Time Fun	N/A	N/A	NTSC-U	N/A	N/A	1.01
ULUS-10174	Rush	English	N/A	NTSC-U	N/A	ULUS-10174	N/A
ULUS-10175	Cabela's African Safari	English	N/A	NTSC-U	N/A	ULUS-10175	N/A
ULUS-10176	Ace Combat X: Skies of Deception	English	N/A	NTSC-U	N/A	ULUS-10176	N/A
ULUS-10176TEDL 015630	Ace Combat X / Ace Combat X	N/A	Bandai Namco Entertainment	NTSC-U	N/A	N/A	1.00
ULUS-10177	Dungeon Siege: Throne of Agony	English	N/A	NTSC-U	N/A	ULUS-10177	N/A
ULUS-10177TESS 015640	Dungeon Siege: Throne of Agony / Dungeon Siege	N/A	2K GAMES	NTSC-U	2006-09-18	N/A	1.01
ULUS-10178	Mind Quiz: Exercise Your Brain	English	N/A	NTSC-U	N/A	ULUS-10178	N/A
ULUS-10179	Online Chess Kingdoms	English	N/A	NTSC-U	N/A	ULUS-10179	N/A
ULUS-10179TESS 015700	Online Chess Kingdom	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10180	M.A.C.H.: Modified Air Combat Heroes	English	N/A	NTSC-U	N/A	ULUS-10180	N/A
ULUS-10181	Hard Rock Casino	English	N/A	NTSC-U	N/A	ULUS-10181	N/A
ULUS-10182	Gunpey	English	N/A	NTSC-U	N/A	ULUS-10182	N/A
ULUS-10182TESS 015780	Gunpey / Gunpey	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10183	Lumines II	English	N/A	NTSC-U	N/A	ULUS-10183	N/A
ULUS-10184	Coded Arms: Contagion	English	N/A	NTSC-U	N/A	ULUS-10184	N/A
ULUS-10184TESS 015840	Coded Arms: Contagion / Coded Arms Contagion	N/A	Konami	NTSC-U	N/A	N/A	1.03
ULUS-10185	Family Guy: Video Game!	English	N/A	NTSC-U	N/A	ULUS-10185	N/A
ULUS-10186	Activision Hits Remixed	English	N/A	NTSC-U	N/A	ULUS-10186	N/A
ULUS-10187	DreamWorks Over the Hedge: Hammy Goes Nuts!	English	N/A	NTSC-U	N/A	ULUS-10187	N/A
ULUS-10188	Star Wars: Lethal Alliance	English / French / German / Italian / Spanish	N/A	NTSC-U	N/A	ULUS-10188	N/A
ULUS-10188TESS 016310	Star Wars: Lethal Alliance / Star Wars Lethal	N/A	Ubisoft	NTSC-U	N/A	N/A	1.02
ULUS-10189	Snoopy vs. the Red Baron	English	N/A	NTSC-U	N/A	ULUS-10189	N/A
ULUS-10189TESS 015920	Snoopy vs. The Red Baron	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10190	Puzzle Scape	English	N/A	NTSC-U	N/A	ULUS-10190	N/A
ULUS-10191	Thrillville	English	N/A	NTSC-U	N/A	ULUS-10191	N/A
ULUS-10192	Sega Genesis Collection	English	N/A	NTSC-U	N/A	ULUS-10192	N/A
ULUS-10193	Brothers in Arms: D-Day	English	N/A	NTSC-U	N/A	ULUS-10193	N/A
ULUS-10193TEDL 016070	Brothers in Arms: D-Day	N/A	N/A	NTSC-U	N/A	N/A	1.01
ULUS-10194	DreamWorks Shrek: Smash n' Crash Racing	English	N/A	NTSC-U	N/A	ULUS-10194	N/A
ULUS-10194TESS 016050	Shrek Smash N´ Crash	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10195	Sonic Rivals	English	N/A	NTSC-U	N/A	ULUS-10195	N/A
ULUS-10196	Marvel Trading Card Game	English	N/A	NTSC-U	N/A	ULUS-10196	N/A
ULUS-10197	Tony Hawk's Project 8	English	N/A	NTSC-U	N/A	ULUS-10197	N/A
ULUS-10197TEDL 016090	Tony Hawk´s Project 8 / Tony Hawk Project 8	N/A	N/A	NTSC-U	N/A	N/A	2.03
ULUS-10198	The Fast and the Furious	English	N/A	NTSC-U	N/A	ULUS-10198	N/A
ULUS-10198TESS 016100	The Fast & The Furious / The Fast & The Furious	N/A	N/A	NTSC-U	N/A	N/A	1.01
ULUS-10199	WWE Smackdown! vs. RAW 2007	English	N/A	NTSC-U	N/A	ULUS-10199	N/A
ULUS-10199TEDL 016140	WWE Smackdown vs Raw 2007 / WWE Smackdown Vs. Raw 2007	N/A	THQ	NTSC-U	N/A	N/A	1.01
ULUS-10200	Blitz: Overtime	English	N/A	NTSC-U	N/A	ULUS-10200	N/A
ULUS-10200TEDL 016150	Blitz: Overtime / Blitz: The League	N/A	Midway	NTSC-U	N/A	N/A	1.00
ULUS-10201	Luxor: The Wrath of Set	English	N/A	NTSC-U	N/A	ULUS-10201	N/A
ULUS-10202	Metal Gear Solid: Portable Ops	English	N/A	NTSC-U	N/A	ULUS-10202	N/A
ULUS-10202TEDL 016180	Metal Gear Solid: Portable Ops / Metal Gear Solid Portable OPS	N/A	Konami	NTSC-U	N/A	N/A	1.00
ULUS-10203	Platypus	English	N/A	NTSC-U	N/A	ULUS-10203	N/A
ULUS-10204	Dave Mirra BMX Challenge	English	N/A	NTSC-U	N/A	ULUS-10204	N/A
ULUS-10205	Rainbow Islands Evolution	English / French / Spanish	N/A	NTSC-U	N/A	ULUS-10205	N/A
ULUS-10205TESS 016300	Rainbow Islands Evolution / Rainbow Islands Evolution	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10206	Tom Clancy's Rainbow Six: Vegas	English / French / Spanish	N/A	NTSC-U	N/A	ULUS-10206	N/A
ULUS-10206TESS 016720	Tom Clancy´s Rainbow Six: Vegas / Rainbow 6 Vegas	N/A	N/A	NTSC-U	N/A	N/A	1.02
ULUS-10207	Gitaroo Man Lives!	English	N/A	NTSC-U	N/A	ULUS-10207	N/A
ULUS-10208	Taito Legends Power-Up	English	N/A	NTSC-U	N/A	ULUS-10208	N/A
ULUS-10209	ProStroke Golf: World Tour 2007	English	N/A	NTSC-U	N/A	ULUS-10209	N/A
ULUS-10210	Ghost Rider	English / French / German / Italian / Spanish	N/A	NTSC-U	N/A	ULUS-10210	N/A
ULUS-10210TESS 016430	Ghost Rider / Ghost Rider	N/A	Take 2 Interactive	NTSC-U	N/A	N/A	1.01
ULUS-10211	Monster Kingdom: Jewel Summoner	English	N/A	NTSC-U	N/A	ULUS-10211	N/A
ULUS-10212	Winx Club: Join the Club	English	N/A	NTSC-U	N/A	ULUS-10212	N/A
ULUS-10212TEDL 016590	WINX Club: Join the Club	N/A	N/A	NTSC-U	N/A	N/A	1.04
ULUS-10213	The Warriors	English	N/A	NTSC-U	N/A	ULUS-10213	N/A
ULUS-10213TEDL 016550	The Warriors / The Warriors	N/A	N/A	NTSC-U	N/A	N/A	1.02
ULUS-10214	Justice League Heroes	English	N/A	NTSC-U	N/A	ULUS-10214	N/A
ULUS-10215	Steel Horizon	English	N/A	NTSC-U	N/A	ULUS-10215	N/A
ULUS-10216	Chili Con Carnage	English	N/A	NTSC-U	N/A	ULUS-10216	N/A
ULUS-10216TESS 016650	Chili Con Carnage	N/A	N/A	NTSC-U	N/A	N/A	1.02
ULUS-10217	Capcom Puzzle World	English	N/A	NTSC-U	N/A	ULUS-10217	N/A
ULUS-10217TESS 016660	Capcom Puzzle World	N/A	N/A	NTSC-U	N/A	N/A	1.01
ULUS-10218	Call of Duty: Roads to Victory	English / French / German / Italian / Japanese / Spanish	N/A	NTSC-U	N/A	ULUS-10218	N/A
ULUS-10218TESS 016640	Call of Duty: Roads To Victory / Call Of Duty: Road To Victory	N/A	Activision	NTSC-U	N/A	N/A	1.02
ULUS-10219	Innocent Life: A Futuristic Harvest Moon	English	N/A	NTSC-U	N/A	ULUS-10219	N/A
ULUS-10219TESS 016710	Innocent Life: A Futuristic Harvest Moon / Innocent Life: A Futuristic Harvest Moon	N/A	N/A	NTSC-U	N/A	N/A	1.00
ULUS-10220	Full Auto 2: Battlelines	English	N/A	NTSC-U	N/A	ULUS-10220	N/A
