ID	title	language	region	release_date	serial
DOL-GOSX-EUU	Open Season	English / French / German / Italian / Spanish	PAL	2006-09-12	DOL-GOSX-EUU
DOL-GOTJ-JPN	From TV Animation One Piece: Treasure Battle!	Japanese	NTSC-J	2002-11-01	DOL-GOTJ-JPN
DOL-GOUP-EUR	Cocoto Funfair	English / French / German / Italian / Spanish	PAL		DOL-GOUP-EUR
DOL-GOWD-NOE	Need for Speed: Most Wanted	German	PAL	2005-11-15	DOL-GOWD-NOE
DOL-GOWE-USA	Need for Speed: Most Wanted	English	NTSC-U	2005-11-15	DOL-GOWE-USA
DOL-GOWF-FRA	Need for Speed: Most Wanted	French	PAL	2005-11-15	DOL-GOWF-FRA
DOL-GOWJ-JPN	Need for Speed: Most Wanted	Japanese	NTSC-J	2005-11-15	DOL-GOWJ-JPN
DOL-GOWP-EUR	Need for Speed: Most Wanted	English	PAL	2005-11-15	DOL-GOWP-EUR
DOL-GOYD-NOE	GoldenEye: Rogue Agent	German	PAL	2004-11-22	DOL-GOYD-NOE
DOL-GOYE-USA	GoldenEye: Rogue Agent	English	NTSC-U	2004-11-22	DOL-GOYE-USA
DOL-GOYF-FRA	GoldenEye: Rogue Agent	French	PAL	2004-11-22	DOL-GOYF-FRA
DOL-GOYP-EUR	GoldenEye: Rogue Agent	Dutch / English / Italian / Swedish	PAL	2004-11-22	DOL-GOYP-EUR
DOL-GOYS-ESP	GoldenEye: Agente Corrupto	Spanish	PAL		DOL-GOYS-ESP
DOL-GP2E-USA	Pac-Man World 2	English	NTSC-U	2002-03-13	DOL-GP2E-USA
DOL-GP2P-EUR	Pac-Man World 2	English / French / German / Italian / Spanish	PAL	2002-03-13	DOL-GP2P-EUR
DOL-GP3E-USA	The Polar Express	English	NTSC-U	2004-11-01	DOL-GP3E-USA
DOL-GP3P-NOE	The Polar Express	English / French / German / Italian / Spanish	PAL	2004-11-01	DOL-GP3P-NOE
DOL-GP4J-JPN	Hudson Selection Vol. 3: PC Genjin: Pithecanthropus Computerurus	Japanese	NTSC-J		DOL-GP4J-JPN
DOL-GP5E-USA	Mario Party 5	English	NTSC-U	2003-11-11	DOL-GP5E-USA
DOL-GP5J-JPN	Mario Party 5	Japanese	NTSC-J	2003-11-11	DOL-GP5J-JPN
DOL-GP5P-EUR	Mario Party 5	English / French / German / Italian / Spanish	PAL	2003-11-11	DOL-GP5P-EUR
DOL-GP5W-KOR	Mario Party 5	English	NTSC-J	2003-11-11	DOL-GP5W-KOR
DOL-GP6E-USA	Mario Party 6	English	NTSC-U	2004-11-18	DOL-GP6E-USA
DOL-GP6J-JPN	Mario Party 6	Japanese	NTSC-J	2004-11-18	DOL-GP6J-JPN
DOL-GP6P-EUR	Mario Party 6	English / French / German / Italian / Spanish	PAL	2004-11-18	DOL-GP6P-EUR
DOL-GP7E-USA	Mario Party 7	English	NTSC-U	2005-11-07	DOL-GP7E-USA
DOL-GP7J-JPN	Mario Party 7	Japanese	NTSC-J	2005-11-07	DOL-GP7J-JPN
DOL-GP7P-EUR	Mario Party 7	English / French / German / Italian / Spanish	PAL	2005-11-07	DOL-GP7P-EUR
DOL-GP8E-USA	Pac-Man World 3	English	NTSC-U	2005-11-15	DOL-GP8E-USA
DOL-GP8P-NOE	Pac-Man World 3	English / French / German / Italian / Spanish	PAL	2005-11-15	DOL-GP8P-NOE
DOL-GP9E-USA	Rogue Ops	English	NTSC-U	2003-10-28	DOL-GP9E-USA
DOL-GP9J-JPN	Rogue Ops	Japanese	NTSC-J	2003-10-28	DOL-GP9J-JPN
DOL-GP9P-NOE	Rogue Ops	Dutch / English / French / German / Italian / Spanish	PAL	2003-10-28	DOL-GP9P-NOE
DOL-GPAE-USA	Pokémon Channel	English	NTSC-U	2003-12-01	DOL-GPAE-USA
DOL-GPAJ-JPN	Pokémon Channel: Pikachu to Issho!	Japanese	NTSC-J	2003-07-18	DOL-GPAJ-JPN
DOL-GPAP-EUR	Pokémon Channel	English / French / German / Italian / Spanish	PAL	2004-04-02	DOL-GPAP-EUR
DOL-GPAU-AUS	Pokémon Channel	English	PAL	2004-04-01	DOL-GPAU-AUS
DOL-GPDE-USA	Dakar 2: The World's Ultimate Rally	English / French / German / Italian / Spanish	NTSC-U	2003	DOL-GPDE-USA
DOL-GPDP-EUR	Dakar 2	English / French / German / Italian / Spanish	PAL	2003	DOL-GPDP-EUR
DOL-GPEJ-JPN	Pool Edge	Japanese	NTSC-J		DOL-GPEJ-JPN
DOL-GPHD-NOE	Pitfall: The Lost Expedition	German	PAL	2004-02-18	DOL-GPHD-NOE
DOL-GPHE-USA	Pitfall: The Lost Expedition	English	NTSC-U	2004-02-18	DOL-GPHE-USA
DOL-GPHF-FRA	Pitfall: The Lost Expedition	French	PAL	2004-02-18	DOL-GPHF-FRA
DOL-GPHP-UKV	Pitfall: The Lost Expedition	English	PAL	2004-02-18	DOL-GPHP-UKV
DOL-GPIE-USA	Pikmin	English	NTSC-U	2001-10-26	DOL-GPIE-USA
DOL-GPIJ-JPN	Pikmin	Japanese	NTSC-J	2001-10-26	DOL-GPIJ-JPN
DOL-GPIP-EUR	Pikmin	English / French / German / Italian / Spanish	PAL	2001-10-26	DOL-GPIP-EUR
DOL-GPJJ-JPN	Jikkyou Powerful Pro Yakyuu 10	Japanese	NTSC-J		DOL-GPJJ-JPN
DOL-GPKE-USA	Disney's PK: Out of the Shadows	English / French / German / Italian	NTSC-U	2002-11-30	DOL-GPKE-USA
DOL-GPLD-NOE	Disneys Ferkels grosses Abenteuer-Spiel	German	PAL		DOL-GPLD-NOE
DOL-GPLE-USA	Disney's Piglet's Big Game	English	NTSC-U		DOL-GPLE-USA
DOL-GPLF-FRA	Disney Les Aventures de Porcinet	French	PAL		DOL-GPLF-FRA
DOL-GPLP-UKV	Disney's Piglet's Big Game	English	PAL		DOL-GPLP-UKV
DOL-GPME-USA	Pac-Man Fever	English	NTSC-U	2002-09-03	DOL-GPME-USA
DOL-GPNE-USA	P.N. 03	English	NTSC-U		DOL-GPNE-USA
DOL-GPNJ-JPN	P.N. 03	Japanese	NTSC-J		DOL-GPNJ-JPN
DOL-GPNP-EUR	P.N. 03	English / French / German / Italian / Spanish	PAL		DOL-GPNP-EUR
DOL-GPNP-NOE	P.N. 03	English / French / German / Italian / Spanish	PAL		DOL-GPNP-NOE
DOL-GPOE-USA	Phantasy Star Online Episode I & II	English / French / German / Japanese / Spanish	NTSC-U	2004-09-15	DOL-GPOE-USA
DOL-GPOJ-JPN	Phantasy Star Online Episode I & II	English / French / German / Japanese / Spanish	NTSC-J	2003-11-27	DOL-GPOJ-JPN
DOL-GPOP-EUR	Phantasy Star Online Episode I & II	English / French / German / Japanese / Spanish	PAL		DOL-GPOP-EUR
DOL-GPPJ-JPN	Jikkyou Powerful Pro Yakyuu 9	Japanese	NTSC-J		DOL-GPPJ-JPN
DOL-GPQE-USA	The Powerpuff Girls: Relish Rampage: Pickled Edition	English	NTSC-U		DOL-GPQE-USA
DOL-GPQP-EUR	The Powerpuff Girls: Relish Rampage: Pickled Edition	English / French / German / Spanish	PAL		DOL-GPQP-EUR
DOL-GPRE-USA	Pool Paradise	English	NTSC-U	2004-07-06	DOL-GPRE-USA
DOL-GPRP-EUR	Pool Paradise	English / French / German / Italian / Spanish	PAL	2004-07-06	DOL-GPRP-EUR
DOL-GPSE-USA	Phantasy Star Online Episode III: C.A.R.D. Revolution	English / Japanese	NTSC-U	2004-03-02	DOL-GPSE-USA
DOL-GPSJ-JPN	Phantasy Star Online Episode III: C.A.R.D. Revolution	Japanese	NTSC-J	2003-11-27	DOL-GPSJ-JPN
DOL-GPSP-EUR	Phantasy Star Online Episode III: C.A.R.D. Revolution	English / French / German / Japanese / Spanish	PAL	2004-06-11	DOL-GPSP-EUR
DOL-GPSP-UKV	Phantasy Star Online Episode III: C.A.R.D. Revolution	English / French / German / Japanese / Spanish	PAL		DOL-GPSP-UKV
DOL-GPTE-USA	Prince of Persia: The Sands of Time	English / French / Spanish	NTSC-U	2003-11-18	DOL-GPTE-USA
DOL-GPTP-EUR	Prince of Persia: The Sands of Time	English / French / German / Italian / Spanish	PAL	2003-11-18	DOL-GPTP-EUR
DOL-GPUE-USA	Puyo Pop Fever	English / French / German / Italian / Japanese / Spanish	NTSC-U	2004-02-27	DOL-GPUE-USA
DOL-GPUP-EUR	Puyo Pop Fever	English / French / German / Italian / Spanish	PAL	2004-02-27	DOL-GPUP-EUR
DOL-GPVE-USA	Pikmin 2	English	NTSC-U	2004-04-29	DOL-GPVE-USA
DOL-GPVJ-JPN	Pikmin 2	Japanese	NTSC-J	2004-04-29	DOL-GPVJ-JPN
DOL-GPVP-EUR	Pikmin 2	English / French / German / Italian / Spanish	PAL	2004-04-29	DOL-GPVP-EUR
DOL-GPWE-USA	Spawn: Armageddon	English	NTSC-U	2003-11-21	DOL-GPWE-USA
DOL-GPWP-EUR	Spawn: Armageddon	English / French / German / Italian / Spanish	PAL	2003-11-21	DOL-GPWP-EUR
DOL-GPXE-USA	Pokémon Box: Ruby & Sapphire	English	NTSC-U	2004-07-12	DOL-GPXE-USA
DOL-GPXJ-JPN	Pokémon Box: Ruby & Sapphire	Japanese	NTSC-J	2003-05-30	DOL-GPXJ-JPN
DOL-GPXP-EUR	Pokémon Box: Ruby & Sapphire	English / French / German / Italian / Spanish	PAL	2004	DOL-GPXP-EUR
DOL-GPYJ-JPN	Puyo Puyo Fever	English / French / German / Italian / Japanese / Spanish	NTSC-J		DOL-GPYJ-JPN
DOL-GPZJ-JPN	Nintendo Puzzle Collection	Japanese	NTSC-J	2003-02-07	DOL-GPZJ-JPN
DOL-GQ4D-NOE	Nick SpongeBob Schwammkopf: Die Kreatur aus der Krossen Krabbe	German	PAL		DOL-GQ4D-NOE
DOL-GQ4E-USA	Nickelodeon SpongeBob SquarePants: Creature from the Krusty Krab	English	NTSC-U		DOL-GQ4E-USA
DOL-GQ4F-FRA	Nickelodeon Bob L'éponge: La Créature du Crabe Croustillant	French	PAL		DOL-GQ4F-FRA
DOL-GQ4H-HOL	Nickelodeon SpongeBob SquarePants: Creatuur van de Krokante Krab	Dutch	PAL		DOL-GQ4H-HOL
DOL-GQ4P-UKV	Nickelodeon SpongeBob SquarePants: Creature from the Krusty Krab	English	PAL		DOL-GQ4P-UKV
DOL-GQ8E-USA	Madden NFL 08	English	NTSC-U	2007-08-14	DOL-GQ8E-USA
DOL-GQAJ-JPN	Choro Q!	Japanese	NTSC-J		DOL-GQAJ-JPN
DOL-GQBE-USA	NFL QB Club 2002	English	NTSC-U	2001-12-20	DOL-GQBE-USA
DOL-GQCD-NOE	Call of Duty 2: Big Red One	German	PAL	2005-11-01	DOL-GQCD-NOE
DOL-GQCE-USA	Call of Duty 2: Big Red One	English	NTSC-U	2005-11-01	DOL-GQCE-USA
DOL-GQCF-FRA	Call of Duty 2: Big Red One	French	PAL	2005-11-01	DOL-GQCF-FRA
DOL-GQCI-ITA	Call of Duty 2: Big Red One	Italian	PAL	2005-11-01	DOL-GQCI-ITA
DOL-GQCP-EUR	Call of Duty 2: Big Red One	English	PAL	2005-11-01	DOL-GQCP-EUR
DOL-GQCS-ESP	Call of Duty 2: Big Red One	Spanish	PAL	2005-11-01	DOL-GQCS-ESP
DOL-GQFF-FRA	Franklin: Un anniversaire surprise	French	PAL		DOL-GQFF-FRA
DOL-GQLE-USA	Nick Jr. Dora the Explorer: Journey to the Purple Planet	English	NTSC-U		DOL-GQLE-USA
DOL-GQLP-EUR	Nick Jr. Dora the Explorer: Journey to the Purple Planet	English / French	PAL		DOL-GQLP-EUR
DOL-GQNE-USA	Mortal Kombat: Deception	English	NTSC-U	2005-02-28	DOL-GQNE-USA
DOL-GQPE-USA	Nickelodeon SpongeBob SquarePants: Battle for Bikini Bottom	English	NTSC-U		DOL-GQPE-USA
DOL-GQPP-NOE	Nickelodeon SpongeBob SquarePants: Battle for Bikini Bottom	English	PAL		DOL-GQPP-NOE
DOL-GQQD-NOE	Nickelodeon SpongeBob Schwammkopf: Film ab!	German	PAL		DOL-GQQD-NOE
DOL-GQQE-USA	Nickelodeon SpongeBob SquarePants: Lights, Camera, Pants!	English	NTSC-U		DOL-GQQE-USA
DOL-GQQF-FRA	Nickelodeon Bob L'éponge: Silence on Tourne!	French	PAL		DOL-GQQF-FRA
DOL-GQQH-HOL	Nickelodeon SpongeBob SquarePants: Licht uit, Camera aan!	Dutch	PAL		DOL-GQQH-HOL
DOL-GQQP-UKV	Nickelodeon SpongeBob SquarePants: Lights, Camera, Pants!	English	PAL		DOL-GQQP-UKV
DOL-GQRJ-JPN	Hudson Selection Vol. 1: Cubic Lode Runner	Japanese	NTSC-J		DOL-GQRJ-JPN
DOL-GQSD-NOE	Tales of Symphonia	German	PAL	2003-08-29	DOL-GQSD-NOE
DOL-GQSE-USA	Tales of Symphonia	English	NTSC-U	2003-08-29	DOL-GQSE-USA
DOL-GQSF-FRA	Tales of Symphonia	French	PAL	2003-08-29	DOL-GQSF-FRA
DOL-GQSI-ITA	Tales of Symphonia	Italian	PAL	2003-08-29	DOL-GQSI-ITA
DOL-GQSP-UKV	Tales of Symphonia	English	PAL	2003-08-29	DOL-GQSP-UKV
DOL-GQSS-ESP	Tales of Symphonia	Spanish	PAL	2003-08-29	DOL-GQSS-ESP
DOL-GQTE-USA	Walt Disney Pictures Presents Meet the Robinsons	English	NTSC-U		DOL-GQTE-USA
DOL-GQWE-USA	Harry Potter: Quidditch World Cup	English / French / Spanish	NTSC-U	2003-10-28	DOL-GQWE-USA
DOL-GQWJ-JPN	Harry Potter: Quidditch World Cup	Japanese	NTSC-J	2003-10-28	DOL-GQWJ-JPN
DOL-GQWP-EUR	Harry Potter: Quidditch World Cup	Dutch / English / Swedish	PAL	2003-10-28	DOL-GQWP-EUR
DOL-GQWX-EUU	Harry Potter: Quidditch World Cup	French / German / Italian / Spanish	PAL	2003-10-28	DOL-GQWX-EUU
DOL-GQXE-USA	Madden NFL 2004	English	NTSC-U	2003-08-12	DOL-GQXE-USA
DOL-GQXP-EUR	Madden NFL 2004	English	PAL	2003-08-12	DOL-GQXP-EUR
DOL-GQXP-UKV	Madden NFL 2004	English	PAL	2003-08-12	DOL-GQXP-UKV
DOL-GQZJ-JPN	Densetsu no Quiz-ou Kettei-sen	Japanese	NTSC-J		DOL-GQZJ-JPN
DOL-GR2E-USA	Lost Kingdoms II	English	NTSC-U	2003-05-21	DOL-GR2E-USA
DOL-GR2J-JPN	Rune II: Koruten no Kagi no Himitsu	Japanese	NTSC-J	2003-05-23	DOL-GR2J-JPN
DOL-GR2P-EUR	Lost Kingdoms II	English / French / German	PAL	2003-06-06	DOL-GR2P-EUR
DOL-GR3E-USA	RedCard 20-03	English	NTSC-U	2002-06-24	DOL-GR3E-USA
DOL-GR4E-USA	MC Groovz Dance Craze	English	NTSC-U	2004	DOL-GR4E-USA
DOL-GR4P-EUR	MC Groovz Dance Craze	English / French / German / Italian / Spanish	PAL	2004	DOL-GR4P-EUR
DOL-GR5J-JPN	RoboCop: Aratanaru Kiki	Japanese	NTSC-J		DOL-GR5J-JPN
DOL-GR6D-NOE	Bratz: Rock Angelz	German	PAL		DOL-GR6D-NOE
DOL-GR6E-USA	Bratz: Rock Angelz	English	NTSC-U		DOL-GR6E-USA
DOL-GR6F-FRA	Bratz: Rock Angelz	French	PAL		DOL-GR6F-FRA
DOL-GR6P-UKV	Bratz: Rock Angelz	English	PAL		DOL-GR6P-UKV
DOL-GR8D-NOE	Medal of Honor: Rising Sun	German	PAL	2003-11	DOL-GR8D-NOE
DOL-GR8E-USA	Medal of Honor: Rising Sun	English	NTSC-U	2003-11	DOL-GR8E-USA
DOL-GR8F-FRA	Medal of Honor: Soleil Levant	French	PAL		DOL-GR8F-FRA
DOL-GR8P-EUR	Medal of Honor: Rising Sun	Dutch / English / Italian / Spanish / Swedish	PAL	2003-11	DOL-GR8P-EUR
DOL-GR9E-USA	Reign of Fire	English	NTSC-U	2002	DOL-GR9E-USA
DOL-GR9P-EUR	Reign of Fire	English / French / German / Italian / Spanish	PAL	2002	DOL-GR9P-EUR
DOL-GRAE-USA	Rally Championship	English	NTSC-U	2003-02-07	DOL-GRAE-USA
DOL-GRAP-UKV	Rally Championship	English / French / German / Italian / Spanish	PAL	2003-02-07	DOL-GRAP-UKV
DOL-GRBE-USA	Robotech: Battlecry	English	NTSC-U	2002-08-23	DOL-GRBE-USA
DOL-GRBP-EUR	Robotech: Battlecry	English / French / German / Italian / Spanish	PAL	2002-08-23	DOL-GRBP-EUR
DOL-GRDP-EUR	RedCard	English / French / German / Italian / Spanish	PAL	2002-06-24	DOL-GRDP-EUR
DOL-GREE-USA	Mega Man Network Transmission	English	NTSC-U		DOL-GREE-USA
DOL-GREJ-JPN	Rockman EXE Transmission	Japanese	NTSC-J		DOL-GREJ-JPN
DOL-GREP-UKV	Mega Man Network Transmission	English	PAL		DOL-GREP-UKV
DOL-GRFD-NOE	Red Faction II	German	PAL	2003-04-01	DOL-GRFD-NOE
DOL-GRFE-USA	Red Faction II	English	NTSC-U	2003-04-01	DOL-GRFE-USA
DOL-GRFF-FRA	Red Faction II	French	PAL	2003-04-01	DOL-GRFF-FRA
DOL-GRFP-EUR	Red Faction II	English	PAL	2003-04-01	DOL-GRFP-EUR
DOL-GRHE-USA	Rayman 3: Hoodlum Havoc	English / French / German / Italian / Spanish	NTSC-U	2003-02-20	DOL-GRHE-USA
DOL-GRHP-EUR	Rayman 3: Hoodlum Havoc	English / French / German / Italian / Spanish	PAL	2003-02-20	DOL-GRHP-EUR
DOL-GRJE-USA	R:Racing Evolution	English	NTSC-U	2003-12-09	DOL-GRJE-USA
DOL-GRJJ-JPN	R:Racing Evolution: Life in the Fast Lane	Japanese	NTSC-J		DOL-GRJJ-JPN
DOL-GRJP-EUR	R:Racing	English / French / German / Italian / Spanish	PAL	2003-12-09	DOL-GRJP-EUR
DOL-GRJP-NOE	R:Racing	English / French / German / Italian / Spanish	PAL	2003-12-09	DOL-GRJP-NOE
DOL-GRKE-USA	Rocky	English	NTSC-U	2002-11-14	DOL-GRKE-USA
DOL-GRKP-EUR	Rocky	English / French / German / Italian / Spanish	PAL	2002-11-14	DOL-GRKP-EUR
DOL-GRLE-USA	Pro Rally 2002	English / French / Spanish	NTSC-U		DOL-GRLE-USA
DOL-GRLP-EUR	Pro Rally 2002	English / French / German / Italian / Spanish	PAL		DOL-GRLP-EUR
DOL-GRMJ-JPN	Monopoly: Mezase!! Daifugou Jinsei!!	Japanese	NTSC-J		DOL-GRMJ-JPN
DOL-GRNE-USA	Lost Kingdoms	English	NTSC-U	2002-04-25	DOL-GRNE-USA
DOL-GRNJ-JPN	Rune	Japanese	NTSC-J		DOL-GRNJ-JPN
DOL-GRNP-EUR	Lost Kingdoms	English / French	PAL	2002-04-25	DOL-GRNP-EUR
DOL-GRNP-UKV	Lost Kingdoms	English / French	PAL	2002-04-25	DOL-GRNP-UKV
DOL-GROE-USA	Road Trip: The Arcade Edition	English	NTSC-U	2002-12-19	DOL-GROE-USA
DOL-GROP-EUR	Gadget Racers	English / French / German / Italian / Spanish	PAL		DOL-GROP-EUR
DOL-GRQE-USA	City Racer	English	NTSC-U	2003	DOL-GRQE-USA
DOL-GRRE-USA	Nickelodeon Rugrats: Royal Ransom	English	NTSC-U		DOL-GRRE-USA
DOL-GRRF-FRA	Nickelodeon Les Razmoket: La Rançon Royale	French	PAL		DOL-GRRF-FRA
DOL-GRRP-UKV	Nickelodeon Rugrats: Royal Ransom	English	PAL		DOL-GRRP-UKV
DOL-GRSE-USA	Soulcalibur II	English	NTSC-U	2003-03-27	DOL-GRSE-USA
DOL-GRSJ-JPN	Soulcalibur II	Japanese	NTSC-J	2003-03-27	DOL-GRSJ-JPN
DOL-GRSP-EUR	Soulcalibur II	English / French / German / Italian / Spanish	PAL	2003-03-27	DOL-GRSP-EUR
DOL-GRUE-USA	Power Rangers: Dino Thunder	English	NTSC-U	2004-11-26	DOL-GRUE-USA
DOL-GRUF-FRA	Power Rangers: Dino Tonnerre	English	PAL		DOL-GRUF-FRA
DOL-GRUP-UKV	Power Rangers: Dino Thunder	English	PAL	2004-11-26	DOL-GRUP-UKV
DOL-GRVE-USA	Rave Master	English	NTSC-U	2002-03-20	DOL-GRVE-USA
DOL-GRVJ-JPN	Groove Adventure Rave: Fighting Live	Japanese	NTSC-J		DOL-GRVJ-JPN
DOL-GRWJ-JPN	Super Robot Taisen GC	Japanese	NTSC-J		DOL-GRWJ-JPN
DOL-GRYE-USA	Rayman Arena	English / French / Spanish	NTSC-U	2002-09-24	DOL-GRYE-USA
DOL-GRZJ-JPN	Medal of Honor: Rising Sun	Japanese	NTSC-J	2003-11	DOL-GRZJ-JPN
DOL-GS2D-NOE	Summoner: A Goddess Reborn	German	PAL		DOL-GS2D-NOE
DOL-GS2E-USA	Summoner: A Goddess Reborn	English	NTSC-U		DOL-GS2E-USA
DOL-GS2F-FRA	Summoner: La Déesse Réincarnée	French	PAL		DOL-GS2F-FRA
DOL-GS2P-EUR	Summoner: A Goddess Reborn	English	PAL		DOL-GS2P-EUR
DOL-GS3E-USA	SX Superstar	English	NTSC-U	2003-06-30	DOL-GS3E-USA
DOL-GS3P-EUR	SX Superstar	English / French / German / Spanish	PAL	2003-06-30	DOL-GS3P-EUR
DOL-GS7E-USA	MLB SlugFest 2004	English	NTSC-U		DOL-GS7E-USA
DOL-GS8E-USA	Spyro: Enter the Dragonfly	English	NTSC-U	2002-11-20	DOL-GS8E-USA
DOL-GS8P-EUR	Spyro: Enter the Dragonfly	Dutch / English / French / German / Italian / Spanish	PAL	2002-11-20	DOL-GS8P-EUR
DOL-GS9E-USA	Shrek Extra Large	English	NTSC-U		DOL-GS9E-USA
DOL-GS9P-EUR	Shrek Extra Large	English / French / German / Italian / Spanish	PAL		DOL-GS9P-EUR
DOL-GSAE-USA	Star Fox Adventures	English	NTSC-U	2002-09-24	DOL-GSAE-USA
DOL-GSAJ-JPN	Star Fox Adventures	Japanese	NTSC-J	2002-09-24	DOL-GSAJ-JPN
DOL-GSAP-EUR	Star Fox Adventures	English / French / German / Italian / Spanish	PAL	2002-09-24	DOL-GSAP-EUR
DOL-GSBJ-JPN	Sonic Adventure 2: Battle	English / French / German / Japanese / Spanish	NTSC-J	2001-12-20	DOL-GSBJ-JPN
DOL-GSCE-USA	Jeremy McGrath Supercross World	English	NTSC-U	2002-02-28	DOL-GSCE-USA
DOL-GSCP-EUR	Jeremy McGrath Supercross World	English / French / German / Italian / Spanish	PAL	2002-02-28	DOL-GSCP-EUR
DOL-GSDE-USA	Smashing Drive	English	NTSC-U	2002-02	DOL-GSDE-USA
DOL-GSEJ-JPN	Shaman King: Soul Fight	Japanese	NTSC-J		DOL-GSEJ-JPN
DOL-GSGE-USA	MLB SlugFest 2003	English	NTSC-U		DOL-GSGE-USA
DOL-GSHE-USA	SpyHunter	English	NTSC-U		DOL-GSHE-USA
DOL-GSHP-EUR	SpyHunter	English / French / German / Italian / Spanish	PAL		DOL-GSHP-EUR
DOL-GSKE-USA	The Scorpion King: Rise of the Akkadian	English	NTSC-U	2002	DOL-GSKE-USA
DOL-GSKP-EUR	The Scorpion King: Rise of the Akkadian	English / French / German / Italian / Spanish	PAL	2002	DOL-GSKP-EUR
DOL-GSMD-NOE	Spider-Man	German	PAL	2002-04-16	DOL-GSMD-NOE
DOL-GSME-USA	Spider-Man	English	NTSC-U	2002-04-16	DOL-GSME-USA
DOL-GSMF-FRA	Spider-Man	French	PAL	2002-04-16	DOL-GSMF-FRA
DOL-GSMJ-JPN	Spider-Man	Japanese	NTSC-J	2002-04-16	DOL-GSMJ-JPN
DOL-GSMP-EUR	Spider-Man	English	PAL	2002-04-16	DOL-GSMP-EUR
DOL-GSMP-UKV	Spider-Man	English	PAL	2002-04-16	DOL-GSMP-UKV
DOL-GSNE-USA	Sonic Adventure 2: Battle	English / French / German / Japanese / Spanish	NTSC-U	2001-12-20	DOL-GSNE-USA
DOL-GSNP-EUR	Sonic Adventure 2: Battle	English / French / German / Japanese / Spanish	PAL	2001-12-20	DOL-GSNP-EUR
DOL-GSOE-USA	Sonic Mega Collection	English	NTSC-U	2002-11-13	DOL-GSOE-USA
DOL-GSOJ-JPN	Sonic Mega Collection	Japanese	NTSC-J	2002-11-13	DOL-GSOJ-JPN
DOL-GSOP-EUR	Sonic Mega Collection	English / French / German / Italian / Spanish	PAL	2002-11-13	DOL-GSOP-EUR
DOL-GSPE-USA	The Simpsons: Road Rage	English	NTSC-U	2001-12-18	DOL-GSPE-USA
DOL-GSPP-EUR	The Simpsons: Road Rage	English / French / German	PAL	2001-12-18	DOL-GSPP-EUR
DOL-GSQE-USA	Nickelodeon SpongeBob SquarePants: Revenge of the Flying Dutchman	English	NTSC-U		DOL-GSQE-USA
DOL-GSQP-UKV	Nickelodeon SpongeBob SquarePants: Revenge of the Flying Dutchman	English	PAL		DOL-GSQP-UKV
DOL-GSRE-USA	Smuggler's Run: Warzones	English	NTSC-U		DOL-GSRE-USA
DOL-GSRP-EUR	Smuggler's Run: Warzones	English / French / German / Italian	PAL		DOL-GSRP-EUR
DOL-GSSE-USA	Sega Soccer Slam	English	NTSC-U	2002-03-19	DOL-GSSE-USA
DOL-GSSJ-JPN	Sega Soccer Slam	Japanese	NTSC-J	2002-03-19	DOL-GSSJ-JPN
DOL-GSSP-EUR	Sega Soccer Slam	English	PAL	2002-03-19	DOL-GSSP-EUR
DOL-GSTE-USA	SSX Tricky	English	NTSC-U	2001-11-27	DOL-GSTE-USA
DOL-GSTJ-JPN	SSX Tricky	Japanese	NTSC-J	2001-11-27	DOL-GSTJ-JPN
DOL-GSTP-EUR	SSX Tricky	English / French / German	PAL	2001-11-27	DOL-GSTP-EUR
DOL-GSUE-USA	Superman: Shadow of Apokolips	English	NTSC-U	2003-03-26	DOL-GSUE-USA
DOL-GSUP-EUR	Superman: Shadow of Apokolips	English / French / German / Italian / Spanish	PAL	2003-03-26	DOL-GSUP-EUR
DOL-GSVE-USA	MX SuperFly	English	NTSC-U	2002-06-25	DOL-GSVE-USA
DOL-GSVP-EUR	MX SuperFly	English	PAL	2002-06-25	DOL-GSVP-EUR
DOL-GSWD-NOE	Star Wars: Rogue Squadron II: Rogue Leader	German	PAL		DOL-GSWD-NOE
DOL-GSWE-USA	Star Wars: Rogue Squadron II: Rogue Leader	English	NTSC-U		DOL-GSWE-USA
DOL-GSWF-FRA	Star Wars: Rogue Squadron II: Rogue Leader	French	PAL		DOL-GSWF-FRA
DOL-GSWI-ITA	Star Wars: Rogue Squadron II: Rogue Leader	Italian	PAL		DOL-GSWI-ITA
DOL-GSWJ-JPN	Star Wars: Rogue Squadron II	Japanese	NTSC-J	2001-11-18	DOL-GSWJ-JPN
DOL-GSWP-UKV	Star Wars: Rogue Squadron II: Rogue Leader	English	PAL		DOL-GSWP-UKV
DOL-GSWS-ESP	Star Wars: Rogue Squadron II: Rogue Leader	Spanish	PAL		DOL-GSWS-ESP
DOL-GSXD-NOE	Star Wars: The Clone Wars	German	PAL	2002-10-28	DOL-GSXD-NOE
DOL-GSXE-USA	Star Wars: The Clone Wars	English	NTSC-U	2002-10-28	DOL-GSXE-USA
DOL-GSXF-FRA	Star Wars: The Clone Wars	French	PAL	2002-10-28	DOL-GSXF-FRA
DOL-GSXI-ITA	Star Wars: La Guerra dei Cloni	Italian	PAL		DOL-GSXI-ITA
DOL-GSXJ-JPN	Star Wars: The Clone Wars	Japanese	NTSC-J	2002-10-28	DOL-GSXJ-JPN
DOL-GSXP-EUR	Star Wars: The Clone Wars	English	PAL	2002-10-28	DOL-GSXP-EUR
DOL-GSXS-ESP	Star Wars: Las Guerras Clon	Spanish	PAL		DOL-GSXS-ESP
