ID	title	language	region	release_date	serial
DOL-GGVP-UKV	Nickelodeon SpongeBob SquarePants: The Movie	English	PAL	2005-02-04	DOL-GGVP-UKV
DOL-GGVX-FAH	Nickelodeon SpongeBob SquarePants: The Movie	Dutch / French	PAL	2005-02-04	DOL-GGVX-FAH
DOL-GGYE-USA	Tom Clancy's Ghost Recon 2	English / French / Spanish	NTSC-U	2005-03	DOL-GGYE-USA
DOL-GGYP-EUR	Tom Clancy's Ghost Recon 2	English / French / German / Italian / Spanish	PAL	2005-03	DOL-GGYP-EUR
DOL-GGZE-USA	DreamWorks Madagascar	English	NTSC-U	2005-05-24	DOL-GGZE-USA
DOL-GGZH-HOL	DreamWorks Madagascar	Dutch	PAL	2005-06-30	DOL-GGZH-HOL
DOL-GGZI-ITA	DreamWorks Madagascar	Italian	PAL	2005-06-30	DOL-GGZI-ITA
DOL-GGZJ-JPN	DreamWorks Madagascar	Japanese	NTSC-J	2005-08-11	DOL-GGZJ-JPN
DOL-GGZP-UKV	DreamWorks Madagascar	English	PAL	2005-06-30	DOL-GGZP-UKV
DOL-GGZS-ESP	DreamWorks Madagascar	Spanish	PAL	2005-06-30	DOL-GGZS-ESP
DOL-GGZX-NOE	DreamWorks Madagascar	French / German	PAL	2005-06-30	DOL-GGZX-NOE
DOL-GH2E-USA	Need for Speed: Hot Pursuit 2	English	NTSC-U	2002-10-02	DOL-GH2E-USA
DOL-GH2P-EUR	Need for Speed: Hot Pursuit 2	English / French / German	PAL	2002-10-02	DOL-GH2P-EUR
DOL-GH3E-USA	NHL 2003	English	NTSC-U	2002-10-02	DOL-GH3E-USA
DOL-GH3P-EUR	NHL 2003	Czech / English / Finnish / French / German / Swedish	PAL	2002-10-02	DOL-GH3P-EUR
DOL-GH4D-NOE	Harry Potter und der Feuerkelch	German	PAL	2005-11-11	DOL-GH4D-NOE
DOL-GH4E-USA	Harry Potter and the Goblet of Fire	English	NTSC-U	2005-11-08	DOL-GH4E-USA
DOL-GH4F-FRA	Harry Potter et la Coupe de Feu	French	PAL	2005-11-11	DOL-GH4F-FRA
DOL-GH4H-HOL	Harry Potter en de Vuurbeker	Dutch	PAL	2005-11-11	DOL-GH4H-HOL
DOL-GH4I-ITA	Harry Potter e il Calice di Fuoco	Italian	PAL	2005-11-11	DOL-GH4I-ITA
DOL-GH4J-JPN	Harry Potter to Honoo no Goblet	Japanese	NTSC-J	2005-11-26	DOL-GH4J-JPN
DOL-GH4M-SWE	Harry Potter och den flammande bägaren	Swedish	PAL	2005-11-11	DOL-GH4M-SWE
DOL-GH4P-UKV	Harry Potter and the Goblet of Fire	English	PAL	2005-11-08	DOL-GH4P-UKV
DOL-GH4S-ESP	Harry Potter y el Cáliz de Fuego	Spanish	PAL	2005-11-11	DOL-GH4S-ESP
DOL-GH5D-NOE	DreamWorks Ab durch die Hecke	German	PAL	2006-06-23	DOL-GH5D-NOE
DOL-GH5E-USA	DreamWorks Over the Hedge	English	NTSC-U	2006-05-09	DOL-GH5E-USA
DOL-GH5F-FRA	DreamWorks Nos Voisins, les Hommes	French	PAL	2006-06-23	DOL-GH5F-FRA
DOL-GH5P-UKV	DreamWorks Over the Hedge	English	PAL	2006-06-23	DOL-GH5P-UKV
DOL-GH6E-USA	Hello Kitty: Roller Rescue	English	NTSC-U	2005-08-15	DOL-GH6E-USA
DOL-GH6P-EUR	Hello Kitty: Roller Rescue	English / French / German / Italian / Spanish	PAL	2005-08-15	DOL-GH6P-EUR
DOL-GH7E-USA	Happy Feet	English / French	NTSC-U	2006-11-14	DOL-GH7E-USA
DOL-GH9P-EUR	Tony Hawk's American Wasteland	English / French / German / Italian / Spanish	PAL	2005-10-18	DOL-GH9P-EUR
DOL-GHAE-USA	Resident Evil 2	English	NTSC-U	2003-01-14	DOL-GHAE-USA
DOL-GHAJ-JPN	Biohazard 2	Japanese	NTSC-J	2003-01-23	DOL-GHAJ-JPN
DOL-GHAP-EUR	Resident Evil 2	English / French / German / Italian / Spanish	PAL	2003-01-14	DOL-GHAP-EUR
DOL-GHBE-USA	The Hobbit	English	NTSC-U	2003-11-11	DOL-GHBE-USA
DOL-GHBP-EUR	The Hobbit	English / French / German / Italian / Spanish	PAL	2003-11-28	DOL-GHBP-EUR
DOL-GHBP-FRA	The Hobbit	English / French / German / Italian / Spanish	PAL	2003-11-28	DOL-GHBP-FRA
DOL-GHCD-NOE	Disneys Himmel und Huhn	German	PAL	2006-02-10	DOL-GHCD-NOE
DOL-GHCE-USA	Disney's Chicken Little	English	NTSC-U	2005-10-20	DOL-GHCE-USA
DOL-GHCF-FRA	Disney Chicken Little	French	PAL	2006-02-10	DOL-GHCF-FRA
DOL-GHCJ-JPN	Disney's Chicken Little	Japanese	NTSC-J	2005-10-20	DOL-GHCJ-JPN
DOL-GHCP-UKV	Disney's Chicken Little	English	PAL	2005-10-20	DOL-GHCP-UKV
DOL-GHEJ-JPN	Homeland	Japanese	NTSC-J	2005-04-29	DOL-GHEJ-JPN
DOL-GHFE-USA	Pinball Hall of Fame: The Gottlieb Collection	English	NTSC-U	2005-03-20	DOL-GHFE-USA
DOL-GHGE-USA	Go! Go! Hypergrind	English	NTSC-U	2003-11-18	DOL-GHGE-USA
DOL-GHKD-NOE	Hulk	German	PAL	2003-06-13	DOL-GHKD-NOE
DOL-GHKE-USA	Hulk	English	NTSC-U	2003-05-27	DOL-GHKE-USA
DOL-GHKF-FRA	Hulk	French	PAL	2003-06-13	DOL-GHKF-FRA
DOL-GHKP-EUR	Hulk	English	PAL	2003-06-13	DOL-GHKP-EUR
DOL-GHKP-UKV	Hulk	English	PAL	2003-06-13	DOL-GHKP-UKV
DOL-GHKS-ESP	Hulk	Spanish	PAL	2003-06-13	DOL-GHKS-ESP
DOL-GHLE-USA	Harry Potter and the Sorcerer's Stone	English / Spanish	NTSC-U	2003-12-09	DOL-GHLE-USA
DOL-GHLJ-JPN	Harry Potter to Kenja no Ishi	English / Japanese	NTSC-J	2003-12-11	DOL-GHLJ-JPN
DOL-GHLP-EUR	Harry Potter and the Philosopher's Stone	Dutch / English	PAL	2003-12-12	DOL-GHLP-EUR
DOL-GHLX-EUU	Harry Potter and the Philosopher's Stone	English / Swedish	PAL	2003-12-12	DOL-GHLX-EUU
DOL-GHLY-EUB	Harry Potter and the Philosopher's Stone	French / German	PAL	2003-12-12	DOL-GHLY-EUB
DOL-GHLY-NOE	Harry Potter and the Philosopher's Stone	French / German	PAL	2003-12-12	DOL-GHLY-NOE
DOL-GHLZ-EUT	Harry Potter and the Philosopher's Stone	Italian / Spanish	PAL	2003-12-12	DOL-GHLZ-EUT
DOL-GHMD-NOE	Hitman 2: Silent Assassin	German	PAL	2003-06-27	DOL-GHMD-NOE
DOL-GHME-USA	Hitman 2: Silent Assassin	English	NTSC-U	2003-06-17	DOL-GHME-USA
DOL-GHMF-FRA	Hitman 2: Silent Assassin	French	PAL	2003-06-27	DOL-GHMF-FRA
DOL-GHMP-UKV	Hitman 2: Silent Assassin	English	PAL	2003-06-27	DOL-GHMP-UKV
DOL-GHNE-USA	Hunter: The Reckoning	English	NTSC-U	2002-11-18	DOL-GHNE-USA
DOL-GHNX-EUR	Hunter: The Reckoning	English / French / German	PAL	2003-07-11	DOL-GHNX-EUR
DOL-GHPE-USA	Street Hoops	English	NTSC-U	2002-11-28	DOL-GHPE-USA
DOL-GHQE-USA	The Simpsons: Hit & Run	English	NTSC-U	2003-09-16	DOL-GHQE-USA
DOL-GHQP-EUR	The Simpsons: Hit & Run	English / French / German	PAL	2003-10-31	DOL-GHQP-EUR
DOL-GHRE-USA	Hot Wheels: World Race	English	NTSC-U	2003-10-31	DOL-GHRE-USA
DOL-GHRP-EUR	Hot Wheels: World Race	English	PAL	2003-11-28	DOL-GHRP-EUR
DOL-GHRP-UKV	Hot Wheels: World Race	English	PAL	2003-11-28	DOL-GHRP-UKV
DOL-GHSE-USA	Harry Potter and the Chamber of Secrets	English	NTSC-U	2002-11-15	DOL-GHSE-USA
DOL-GHSJ-JPN	Harry Potter to Himitsu no Heya	Japanese	NTSC-J	2002-11-23	DOL-GHSJ-JPN
DOL-GHSP-AUS	Harry Potter and the Chamber of Secrets	English	PAL	2002-11-15	DOL-GHSP-AUS
DOL-GHSP-EUR	Harry Potter and the Chamber of Secrets	English	PAL	2002-11-15	DOL-GHSP-EUR
DOL-GHSP-UKV	Harry Potter and the Chamber of Secrets	English	PAL	2002-11-15	DOL-GHSP-UKV
DOL-GHSX-EUR	Harry Potter and the Chamber of Secrets	Italian / Portuguese / Spanish	PAL	2002-11-15	DOL-GHSX-EUR
DOL-GHSY-EUR	Harry Potter and the Chamber of Secrets	English / French / German	PAL	2002-11-15	DOL-GHSY-EUR
DOL-GHTJ-JPN	Hikaru no Go 3	Japanese	NTSC-J	2003-03-20	DOL-GHTJ-JPN
DOL-GHUE-USA	The Incredible Hulk: Ultimate Destruction	English	NTSC-U	2005-08-23	DOL-GHUE-USA
DOL-GHUF-FRA	The Incredible Hulk: Ultimate Destruction	French	PAL	2005-09-09	DOL-GHUF-FRA
DOL-GHUP-EUR	The Incredible Hulk: Ultimate Destruction	English / Italian / Spanish	PAL	2005-09-09	DOL-GHUP-EUR
DOL-GHVE-USA	Disney's Hide & Sneak	English	NTSC-U	2003-11-30	DOL-GHVE-USA
DOL-GHVP-EUR	Disney's Hide & Sneak	English / French / German	PAL	2004-03-19	DOL-GHVP-EUR
DOL-GHVP-NOE	Disney's Hide & Sneak	English / French / German	PAL	2004-03-19	DOL-GHVP-NOE
DOL-GHWE-USA	Hot Wheels: Velocity X	English	NTSC-U	2002-11-12	DOL-GHWE-USA
DOL-GHWP-EUR	Hot Wheels: Velocity X	English	PAL	2002-12-13	DOL-GHWP-EUR
DOL-GHYE-USA	Disney's The Haunted Mansion	English	NTSC-U	2003-10-14	DOL-GHYE-USA
DOL-GHZE-USA	NHL Hitz Pro	English	NTSC-U	2003-09-25	DOL-GHZE-USA
DOL-GI2J-JPN	Momotarou Dentetsu 12: Nishi Nihon-hen mo Arimasse!	Japanese	NTSC-J	2003-12-11	DOL-GI2J-JPN
DOL-GIAE-USA	Ice Age 2: The Meltdown	English	NTSC-U	2006-03-14	DOL-GIAE-USA
DOL-GIAP-EUR	Ice Age 2: The Meltdown	English / French / German	PAL	2006-03-31	DOL-GIAP-EUR
DOL-GIBE-USA	The Italian Job	English	NTSC-U	2003-07-15	DOL-GIBE-USA
DOL-GIBP-EUR	The Italian Job	English / French / German / Italian / Spanish	PAL	2003-09-12	DOL-GIBP-EUR
DOL-GIBP-NOE	The Italian Job	English / French / German / Italian / Spanish	PAL	2003-09-12	DOL-GIBP-NOE
DOL-GICD-NOE	Disney/Pixar Die Unglaublichen	German	PAL	2004-11-05	DOL-GICD-NOE
DOL-GICE-USA	Disney/Pixar The Incredibles	English	NTSC-U	2004-10-31	DOL-GICE-USA
DOL-GICF-FRA	Disney/Pixar Les Indestructibles	French	PAL	2004-11-05	DOL-GICF-FRA
DOL-GICH-HOL	Disney/Pixar The Incredibles	Dutch	PAL	2004-11-05	DOL-GICH-HOL
DOL-GICJ-JPN	Disney/Pixar Mr. Incredible	Japanese	NTSC-J	2004-12-02	DOL-GICJ-JPN
DOL-GICP-AUS	Disney/Pixar The Incredibles	English	PAL	2005-06-17	DOL-GICP-AUS
DOL-GICP-ESP	Disney/Pixar The Incredibles	English	PAL	2004-11-05	DOL-GICP-ESP
DOL-GICP-EUR	Disney/Pixar The Incredibles	English	PAL	2004-11-05	DOL-GICP-EUR
DOL-GICP-UKV	Disney/Pixar The Incredibles	English	PAL	2004-11-05	DOL-GICP-UKV
DOL-GIFJ-JPN	Generation of Chaos Exceed: Yami no Koujo Roze	Japanese	NTSC-J	2003-02-06	DOL-GIFJ-JPN
DOL-GIGJ-JPN	Bleach GC: Tasogare ni Mamieru Shinigami	Japanese	NTSC-J	2005-12-08	DOL-GIGJ-JPN
DOL-GIHD-NOE	Scooby-Doo! Nacht der 100 Schrecken	German	PAL	2002-11-22	DOL-GIHD-NOE
DOL-GIHE-USA	Scooby-Doo! Night of 100 Frights	English	NTSC-U	2002-09-16	DOL-GIHE-USA
DOL-GIHF-FRA	Scooby-Doo! La Nuit des 100 Frissons	French	PAL	2002-11-22	DOL-GIHF-FRA
DOL-GIHP-UKV	Scooby-Doo! Night of 100 Frights	English	PAL	2002-11-22	DOL-GIHP-UKV
DOL-GIIJ-JPN	Momotarou Dentetsu 11: Black Bombee Shutsugen! no Maki	Japanese	NTSC-J	2002-12-05	DOL-GIIJ-JPN
DOL-GIJE-USA	Space Raiders	English	NTSC-U	2003-01-09	DOL-GIJE-USA
DOL-GIJJ-JPN	Space Raiders	Japanese	NTSC-J	2003-01-09	DOL-GIJJ-JPN
DOL-GIJK-KOR	Space Raiders	Korean	NTSC-J	2003-01-09	DOL-GIJK-KOR
DOL-GIKE-USA	Ikaruga	English	NTSC-U	2003-01-16	DOL-GIKE-USA
DOL-GIKJ-JPN	Ikaruga	Japanese	NTSC-J	2003-01-16	DOL-GIKJ-JPN
DOL-GIKP-UKV	Ikaruga	English	PAL	2003-01-16	DOL-GIKP-UKV
DOL-GILE-USA	Aggressive Inline	English	NTSC-U	2002-08-01	DOL-GILE-USA
DOL-GILP-EUR	Aggressive Inline	English / French / German / Spanish	PAL	2002-08-01	DOL-GILP-EUR
DOL-GINE-USA	Batman Begins	English	NTSC-U	2005-06	DOL-GINE-USA
DOL-GINX-EUR	Batman Begins	Dutch / English / French / German / Spanish	PAL	2005-06	DOL-GINX-EUR
DOL-GINX-UKV	Batman Begins	Dutch / English / French / German / Spanish	PAL	2005-06	DOL-GINX-UKV
DOL-GIOJ-JPN	Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial	Japanese	NTSC-J	2003-12-18	DOL-GIOJ-JPN
DOL-GIPE-USA	Shonen Jump's One Piece: Pirates' Carnival	English	NTSC-U	2006-09-12	DOL-GIPE-USA
DOL-GIPJ-JPN	One Piece: Pirates Carnival	Japanese	NTSC-J	2005-11-23	DOL-GIPJ-JPN
DOL-GIQE-USA	Disney/Pixar The Incredibles: Rise of the Underminer	English	NTSC-U	2005-11-01	DOL-GIQE-USA
DOL-GIQJ-JPN	Disney/Pixar Mr. Incredible: Kyouteki Underminer Toujou	Japanese	NTSC-J	2006-02-09	DOL-GIQJ-JPN
DOL-GIQX-EUU	Disney/Pixar The Incredibles: Rise of the Underminer	English / French	PAL	2005-11-25	DOL-GIQX-EUU
DOL-GIQY-EUR	Disney/Pixar The Incredibles: Rise of the Underminer	French / German	PAL	2005-11-25	DOL-GIQY-EUR
DOL-GISE-USA	Second Sight	English	NTSC-U	2004-09-03	DOL-GISE-USA
DOL-GISP-EUR	Second Sight	English / French / German / Italian / Spanish	PAL	2004-09-03	DOL-GISP-EUR
DOL-GITE-USA	Geist	English	NTSC-U	2005-08-15	DOL-GITE-USA
DOL-GITP-EUR	Geist	English / French / German / Italian / Spanish	PAL	2005-08-15	DOL-GITP-EUR
DOL-GITP-UKV	Geist	English / French / German / Italian / Spanish	PAL	2005-08-15	DOL-GITP-UKV
DOL-GIVE-USA	Intellivision Lives!	English	NTSC-U	2004-10-26	DOL-GIVE-USA
DOL-GIZE-USA	TY the Tasmanian Tiger: Night of the Quinkan	English	NTSC-U	2005-10-12	DOL-GIZE-USA
DOL-GJ2J-JPN	Jikkyou World Soccer 2002	Japanese	NTSC-J	2002-03-14	DOL-GJ2J-JPN
DOL-GJ2P-EUR	International Superstar Soccer 2	English / French / German / Italian / Spanish	PAL	2002-05-03	DOL-GJ2P-EUR
DOL-GJ3P-EUR	International Superstar Soccer 3	English / French / German / Italian / Spanish	PAL	2003	DOL-GJ3P-EUR
DOL-GJBE-USA	Bomberman Jetters	English	NTSC-U	2002-12-19	DOL-GJBE-USA
DOL-GJBJ-JPN	Bomberman Jetters	Japanese	NTSC-J	2002-12-19	DOL-GJBJ-JPN
DOL-GJCE-USA	Samurai Jack: The Shadow of Aku	English	NTSC-U	2004-03-23	DOL-GJCE-USA
DOL-GJCP-EUR	Samurai Jack: The Shadow of Aku	English / French / German / Italian / Spanish	PAL	2004-03-23	DOL-GJCP-EUR
DOL-GJDE-USA	Judge Dredd: Dredd vs. Death	English	NTSC-U	2005-03-01	DOL-GJDE-USA
DOL-GJDX-EUR	Judge Dredd: Dredd vs. Death	English / German	PAL	2003-12-12	DOL-GJDX-EUR
DOL-GJDY-EUU	Judge Dredd: Dredd vs. Death	English / French	PAL	2003-12-12	DOL-GJDY-EUU
DOL-GJFE-USA	Jimmy Neutron: Boy Genius: Jet Fusion	English	NTSC-U	2003-09-16	DOL-GJFE-USA
DOL-GJFP-UKV	Jimmy Neutron: Boy Genius: Jet Fusion	English	PAL	2003-11-21	DOL-GJFP-UKV
DOL-GJKD-NOE	Star Wars: Jedi Knight II: Jedi Outcast	German	PAL	2002-11-26	DOL-GJKD-NOE
DOL-GJKE-USA	Star Wars: Jedi Knight II: Jedi Outcast	English	NTSC-U	2002-11-20	DOL-GJKE-USA
DOL-GJKF-FRA	Star Wars: Jedi Knight II: Jedi Outcast	French	PAL	2002-11-22	DOL-GJKF-FRA
DOL-GJKP-EUR	Star Wars: Jedi Knight II: Jedi Outcast	English	PAL	2002-11-22	DOL-GJKP-EUR
DOL-GJKP-UKV	Star Wars: Jedi Knight II: Jedi Outcast	English	PAL	2002-11-22	DOL-GJKP-UKV
DOL-GJND-NOE	Jimmy Neutron: Der mutige Erfinder	German	PAL	2003-03-07	DOL-GJND-NOE
DOL-GJNE-USA	Jimmy Neutron: Boy Genius	English	NTSC-U	2002-12-17	DOL-GJNE-USA
DOL-GJNP-EUR	Jimmy Neutron: Boy Genius	English	PAL	2003-03-07	DOL-GJNP-EUR
DOL-GJPJ-JPN	Jikkyou Powerful Pro Yakyuu 11	Japanese	NTSC-J	2004-07-15	DOL-GJPJ-JPN
DOL-GJSJ-JPN	Hudson Selection Vol. 2: Star Soldier	Japanese	NTSC-J	2003-07-10	DOL-GJSJ-JPN
DOL-GJUD-NOE	Tak und die Macht des Juju	German	PAL	2004-03-12	DOL-GJUD-NOE
DOL-GJUE-KOR	Tak and the Power of Juju	English	NTSC-J	2003-10-15	DOL-GJUE-KOR
DOL-GJUE-USA	Tak and the Power of Juju	English	NTSC-U	2003-10-15	DOL-GJUE-USA
DOL-GJUF-FRA	Tak & Le Pouvoir de Juju	French	PAL	2004-03-12	DOL-GJUF-FRA
DOL-GJUP-UKV	Tak and the Power of Juju	English	PAL	2003-10-15	DOL-GJUP-UKV
DOL-GJWE-USA	Tak: The Great Juju Challenge	English	NTSC-U	2005-09-19	DOL-GJWE-USA
DOL-GJWP-EUR	Tak: The Great Juju Challenge	English / German	PAL	2005-09-19	DOL-GJWP-EUR
DOL-GJXE-USA	Vexx	English	NTSC-U	2003-02-10	DOL-GJXE-USA
DOL-GJXP-EUR	Vexx	English / French / German / Italian / Spanish	PAL	2003-02-10	DOL-GJXP-EUR
DOL-GJYE-USA	Jimmy Neutron: Boy Genius: Attack of the Twonkies	English	NTSC-U	2004-09-13	DOL-GJYE-USA
DOL-GJYP-UKV	Jimmy Neutron: Boy Genius: Attack of the Twonkies	English	PAL	2005-02-11	DOL-GJYP-UKV
DOL-GJZE-USA	Sea World: Shamu's Deep Sea Adventures	English	NTSC-U	2005-11-08	DOL-GJZE-USA
DOL-GJZP-EUR	Sea World: Shamu's Deep Sea Adventures	English	PAL	2006-03-16	DOL-GJZP-EUR
DOL-GK2D-NOE	Spider-Man 2	German	PAL	2004-06-29	DOL-GK2D-NOE
DOL-GK2E-USA	Spider-Man 2	English	NTSC-U	2004-06-29	DOL-GK2E-USA
DOL-GK2F-FRA	Spider-Man 2	French	PAL	2004-06-29	DOL-GK2F-FRA
DOL-GK2I-ITA	Spider-Man 2	Italian	PAL	2004-06-29	DOL-GK2I-ITA
DOL-GK2P-UKV	Spider-Man 2	English	PAL	2004-06-29	DOL-GK2P-UKV
DOL-GK3E-USA	NBA 2K3	English	NTSC-U	2002-10-08	DOL-GK3E-USA
DOL-GK3P-EUR	NBA 2K3	English	PAL	2002-10-08	DOL-GK3P-EUR
DOL-GK4E-USA	Baten Kaitos Origins	English	NTSC-U	2006-09-25	DOL-GK4E-USA
DOL-GK4J-JPN	Baten Kaitos II: Hajimari no Tsubasa to Kamigami no Shishi	Japanese	NTSC-J	2006-02-23	DOL-GK4J-JPN
DOL-GK5E-USA	Monster House	English / French	NTSC-U	2006-07-18	DOL-GK5E-USA
DOL-GK5P-UKV	Monster House	English	PAL	2006-07-18	DOL-GK5P-UKV
DOL-GK5X-NOE	Monster House	English / French / German / Italian / Spanish	PAL	2006-07-18	DOL-GK5X-NOE
DOL-GK6J-JPN	Croket! Ban-King no Kiki o Sukue	Japanese	NTSC-J	2004-07-08	DOL-GK6J-JPN
DOL-GK7E-USA	Killer7	English	NTSC-U	2005-06-09	DOL-GK7E-USA
DOL-GK7J-JPN	Killer7	Japanese	NTSC-J	2005-06-09	DOL-GK7J-JPN
DOL-GK7P-EUR	Killer7	English / French / German	PAL	2005-06-09	DOL-GK7P-EUR
DOL-GK9E-USA	Karaoke Revolution Party	English	NTSC-U	2005-11-08	DOL-GK9E-USA
DOL-GKAE-USA	Amazing Island	English	NTSC-U	2004-01-15	DOL-GKAE-USA
DOL-GKAJ-JPN	Kaijuu no Shima: Amazing Island	Japanese	NTSC-J	2004-01-15	DOL-GKAJ-JPN
DOL-GKBE-USA	Baten Kaitos: Eternal Wings and the Lost Ocean	English	NTSC-U	2004-11-16	DOL-GKBE-USA
DOL-GKBJ-JPN	Baten Kaitos: Owaranai Tsubasa to Ushinawareta Umi	Japanese	NTSC-J	2003-12-05	DOL-GKBJ-JPN
DOL-GKBP-AUS	Baten Kaitos: Eternal Wings and the Lost Ocean	English / French / German / Italian / Spanish	PAL	2005-05-19	DOL-GKBP-AUS
DOL-GKBP-EUR	Baten Kaitos: Eternal Wings and the Lost Ocean	English / French / German / Italian / Spanish	PAL	2005-04-01	DOL-GKBP-EUR
DOL-GKCJ-JPN	Kidou Senshi Gundam: Senshi-tachi no Kiseki: Kadokawa Shoten Rengou Kikaku Tokubetsu-hen	Japanese	NTSC-J	2004	DOL-GKCJ-JPN
DOL-GKDJ-JPN	Kyojin no Doshin	Japanese	NTSC-J	2002-03-14	DOL-GKDJ-JPN
DOL-GKDP-EUR	Doshin the Giant	English / French / German / Italian / Spanish	PAL	2002-03-12	DOL-GKDP-EUR
DOL-GKEJ-JPN	Jikkyou Powerful Pro Yakyuu 12: Ketteiban	Japanese	NTSC-J	2005-12-15	DOL-GKEJ-JPN
DOL-GKFE-USA	Chaos Field	English	NTSC-U	2005-02-24	DOL-GKFE-USA
DOL-GKFJ-JPN	Chaos Field Expanded	Japanese	NTSC-J	2005-02-24	DOL-GKFJ-JPN
DOL-GKGE-USA	Donkey Konga	English	NTSC-U	2003-12-12	DOL-GKGE-USA
DOL-GKGJ-JPN	Donkey Konga	Japanese	NTSC-J	2003-12-12	DOL-GKGJ-JPN
DOL-GKGP-EUR	Donkey Konga	English / French / German / Italian / Spanish	PAL	2003-12-12	DOL-GKGP-EUR
DOL-GKHE-USA	King Arthur	English	NTSC-U	2004-11-16	DOL-GKHE-USA
DOL-GKHP-EUR	King Arthur	English / French / German / Italian / Spanish	PAL	2004-11-16	DOL-GKHP-EUR
DOL-GKJD-NOE	Disney/Pixar Cars	German	PAL	2006-07-14	DOL-GKJD-NOE
DOL-GKJE-USA	Disney/Pixar Cars	English	NTSC-U	2006-06-06	DOL-GKJE-USA
DOL-GKJF-FRA	Disney/Pixar Cars	French	PAL	2006-07-14	DOL-GKJF-FRA
DOL-GKJH-HOL	Disney/Pixar Cars	Dutch	PAL	2006-07-14	DOL-GKJH-HOL
DOL-GKJJ-JPN	Disney/Pixar Cars	Japanese	NTSC-J	2006-07-06	DOL-GKJJ-JPN
DOL-GKJP-EUR	Disney/Pixar Cars	English	PAL	2006-07-14	DOL-GKJP-EUR
DOL-GKJS-ESP	Disney/Pixar Cars	Spanish	PAL	2006-07-14	DOL-GKJS-ESP
DOL-GKKE-USA	Knockout Kings 2003	English	NTSC-U	2002-10-09	DOL-GKKE-USA
DOL-GKKP-EUR	Knockout Kings 2003	English / French / German	PAL	2002-10-09	DOL-GKKP-EUR
DOL-GKLD-NOE	Der Herr der Ringe: Die Rückkehr des Königs	German	PAL	2003-11-14	DOL-GKLD-NOE
DOL-GKLE-USA	The Lord of the Rings: The Return of the King	English	NTSC-U	2003-11-05	DOL-GKLE-USA
DOL-GKLF-FRA	Le Seigneur des Anneaux: Le Retour du Roi	French	PAL	2003-11-14	DOL-GKLF-FRA
DOL-GKLI-ITA	Il Signore degli Anelli: Il ritorno del Re	Italian	PAL	2003-11-14	DOL-GKLI-ITA
DOL-GKLJ-JPN	Lord of the Rings: Ou no Kikan	Japanese	NTSC-J	2004-01-08	DOL-GKLJ-JPN
DOL-GKLP-EUR	The Lord of the Rings: The Return of the King	Dutch / English / Swedish	PAL	2003-11-05	DOL-GKLP-EUR
DOL-GKLS-ESP	El Señor de los Anillos: El Retorno del Rey	Spanish	PAL	2003-11-14	DOL-GKLS-ESP
DOL-GKME-USA	Prince of Persia: The Two Thrones	English / French / Spanish	NTSC-U	2005-12-08	DOL-GKME-USA
DOL-GKMP-EUR	Prince of Persia: The Two Thrones	English / French / German / Italian / Spanish	PAL	2005-12-08	DOL-GKMP-EUR
DOL-GKNE-USA	Ultimate Muscle: Legends vs. New Generation	English	NTSC-U	2002-11-22	DOL-GKNE-USA
DOL-GKNJ-JPN	Kinnikuman Nisei: Shinsedai Choujin vs. Densetsu Choujin	Japanese	NTSC-J	2002-11-22	DOL-GKNJ-JPN
DOL-GKOE-USA	Kao the Kangaroo: Round 2	English	NTSC-U	2004-12-01	DOL-GKOE-USA
DOL-GKOP-NOE	Kao the Kangaroo: Round 2	English / French / German / Italian / Spanish	PAL	2004-12-01	DOL-GKOP-NOE
DOL-GKPJ-JPN	Jikkyou Powerful Pro Yakyuu 12	Japanese	NTSC-J	2005-07-14	DOL-GKPJ-JPN
DOL-GKQJ-JPN	Kururin Squash!	Japanese	NTSC-J	2004-10-14	DOL-GKQJ-JPN
DOL-GKRE-USA	Ribbit King	English / Spanish	NTSC-U	2003-07-11	DOL-GKRE-USA
DOL-GKRJ-JPN	Kero Kero King DX	Japanese	NTSC-J	2003-07-11	DOL-GKRJ-JPN
DOL-GKRP-EUR	Ribbit King	English / French / German / Italian / Spanish	PAL	2003-07-11	DOL-GKRP-EUR
DOL-GKSE-USA	Kelly Slater's Pro Surfer	English	NTSC-U	2002-09-17	DOL-GKSE-USA
DOL-GKSP-UKV	Kelly Slater's Pro Surfer	English	PAL	2002-09-17	DOL-GKSP-UKV
DOL-GKSX-EUR	Kelly Slater's Pro Surfer	English / French / German	PAL	2002-09-17	DOL-GKSX-EUR
DOL-GKSX-EUU	Kelly Slater's Pro Surfer	English / French / German	PAL	2002-09-17	DOL-GKSX-EUU
DOL-GKTJ-JPN	Captain Tsubasa: Ougon Sedai no Chousen	Japanese	NTSC-J	2002-09-12	DOL-GKTJ-JPN
DOL-GKUE-USA	Scaler	English / French	NTSC-U	2004-11-17	DOL-GKUE-USA
DOL-GKWJ-JPN	Dream Mix TV: World Fighters	Japanese	NTSC-J	2003-12-18	DOL-GKWJ-JPN
DOL-GKXJ-JPN	Kiwame Mahjong DX II	Japanese	NTSC-J	2002-08-09	DOL-GKXJ-JPN
DOL-GKYE-KOR	Kirby Air Ride	English	NTSC-J	2003-07-11	DOL-GKYE-KOR
DOL-GKYE-USA	Kirby Air Ride	English	NTSC-U	2003-07-11	DOL-GKYE-USA
