ID	title	region	serial
LA-H-A4UFA-EUR	Source of Madness	EUR	LA-H-A4UFA-EUR
LA-H-A4UJA-EUR	Star Wars Racer & Commando Combo	EUR	LA-H-A4UJA-EUR
LA-H-A4UJA-USA	Star Wars Racer & Commando Combo	USA	LA-H-A4UJA-USA
LA-H-A4VDA-EUR	Zombie Army 4: Dead War	EUR	LA-H-A4VDA-EUR
LA-H-A4VDA-USA	Zombie Army 4: Dead War	USA	LA-H-A4VDA-USA
LA-H-A4VHB-CHT	Ultra Kaiju Monster Rancher	CHT	LA-H-A4VHB-CHT
LA-H-A4W2A-EUR	Arietta of Spirits	EUR	LA-H-A4W2A-EUR
LA-H-A4W4B-EUR	Let's Build a Zoo	EUR	LA-H-A4W4B-EUR
LA-H-A4W4B-USA	Let's Build a Zoo	USA	LA-H-A4W4B-USA
LA-H-A4WDA-USA	Tandem: A Tale of Shadows	USA	LA-H-A4WDA-USA
LA-H-A4WLA-EUR	Necrobarista: Final Pour	EUR	LA-H-A4WLA-EUR
LA-H-A4WMA-EUR	May's Mysteries: The Secret of Dragonville	EUR	LA-H-A4WMA-EUR
LA-H-A4WSA-EUR	Bus Simulator City Ride	EUR	LA-H-A4WSA-EUR
LA-H-A4XLA-EUR	Fantasy Friends Under the Sea	EUR	LA-H-A4XLA-EUR
LA-H-A4XVD-EUR	Waifu Discovered 2: Medieval Fantasy	EUR	LA-H-A4XVD-EUR
LA-H-A4Y2A-EUR	Doki Doki Literature Club Plus!	EUR	LA-H-A4Y2A-EUR
LA-H-A4Y2A-USA	Doki Doki Literature Club Plus!	USA	LA-H-A4Y2A-USA
LA-H-A4YYA-USA	A Little Golf Journey	USA	LA-H-A4YYA-USA
LA-H-A4Z6C-USA	Touken Ranbu Warriors	USA	LA-H-A4Z6C-USA
LA-H-A4ZWA-USA	Demon Turf	USA	LA-H-A4ZWA-USA
LA-H-A532A-EUR	NieR: Automata: The End of YoRHa Edition	EUR	LA-H-A532A-EUR
LA-H-A532A-USA	NieR: Automata: The End of YoRHa Edition	USA	LA-H-A532A-USA
LA-H-A532B-CHT	NieR: Automata: The End of YoRHa Edition	CHT	LA-H-A532B-CHT
LA-H-A536A-CHT	The Company Man	CHT	LA-H-A536A-CHT
LA-H-A53JA-JPN	Raiden III × MIKADO Maniax	JPN	LA-H-A53JA-JPN
LA-H-A53JC-EUR	Raiden III × MIKADO Maniax	EUR	LA-H-A53JC-EUR
LA-H-A53SA-USA	Alwa's Collection	USA	LA-H-A53SA-USA
LA-H-A53ZA-JPN	Minna no Radio Controlled GP + Variety Set	JPN	LA-H-A53ZA-JPN
LA-H-A549A-JPN	SD GUNDAM BATTLE ALLIANCE	JPN	LA-H-A549A-JPN
LA-H-A54GB-USA	Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles	USA	LA-H-A54GB-USA
LA-H-A558A-USA	A Boy and His Blob	USA	LA-H-A558A-USA
LA-H-A55QA-EUR	Bugsnax	EUR	LA-H-A55QA-EUR
LA-H-A55QA-USA	Bugsnax	USA	LA-H-A55QA-USA
LA-H-A58TA-JPN	KUUKIYOMI: Consider It 1-2-3+	JPN	LA-H-A58TA-JPN
LA-H-A596A-USA	The Quest for Excalibur: Puy du Fou	USA	LA-H-A596A-USA
LA-H-A597A-EUR	Tunic	EUR	LA-H-A597A-EUR
LA-H-A597A-USA	Tunic	USA	LA-H-A597A-USA
LA-H-A598A-EUR	Hokko Life	EUR	LA-H-A598A-EUR
LA-H-A599A-USA	Star Wars: Knights of the Old Republic II	USA	LA-H-A599A-USA
LA-H-A59ZB-USA	Dusk Diver 2	USA	LA-H-A59ZB-USA
LA-H-A59ZC-EUR	Dusk Diver 2	EUR	LA-H-A59ZC-EUR
LA-H-A5ABX-USA	Labyrinth of Galleria: The Moon Society	USA	LA-H-A5ABX-USA
LA-H-A5ADA-USA	Astro Aqua Kitty Pawsome Collection	USA	LA-H-A5ADA-USA
LA-H-A5AWB-EUR	Crystar	EUR	LA-H-A5AWB-EUR
LA-H-A5AWB-USA	Crystar	USA	LA-H-A5AWB-USA
LA-H-A5B8B-JPN	Touhou Genso Wanderer -Lotus Labyrinth R-	JPN	LA-H-A5B8B-JPN
LA-H-A5BPA-EUR	Treasures of the Aegean	EUR	LA-H-A5BPA-EUR
LA-H-A5BVA-EUR	Death's Gambit: Afterlife	EUR	LA-H-A5BVA-EUR
LA-H-A5BVA-USA	Death's Gambit: Afterlife	USA	LA-H-A5BVA-USA
LA-H-A5BVB-JPN	Death's Gambit: Afterlife	JPN	LA-H-A5BVB-JPN
LA-H-A5BWB-EUR	Yurukill: The Calumniation Games	EUR	LA-H-A5BWB-EUR
LA-H-A5BWB-USA	Yurukill: The Calumniation Games	USA	LA-H-A5BWB-USA
LA-H-A5CAA-EUR	60-in-1 Game Collection	EUR	LA-H-A5CAA-EUR
LA-H-A5CCA-USA	Unpacking	USA	LA-H-A5CCA-USA
LA-H-A5CQA-USA	Star Wars: Knights of the Old Republic	USA	LA-H-A5CQA-USA
LA-H-A5D4A-USA	Prinny Presents: NIS Classics Vol 2	USA	LA-H-A5D4A-USA
LA-H-A5ELA-EUR	The Legend of Heroes: Trails to Azure	EUR	LA-H-A5ELA-EUR
LA-H-A5ELA-USA	The Legend of Heroes: Trails to Azure	USA	LA-H-A5ELA-USA
LA-H-A5F3C-USA	Miss Kobayashi's Dragon Maid: Burst Forth!!	USA	LA-H-A5F3C-USA
LA-H-A5F4A-JPN	Fight of Animals Arena	JPN	LA-H-A5F4A-JPN
LA-H-A5F7F-CHT	Deadcraft	CHT	LA-H-A5F7F-CHT
LA-H-A5FSA-EUR	Arkanoid: Eternal Battle	EUR	LA-H-A5FSA-EUR
LA-H-A5FSA-USA	Arkanoid: Eternal Battle	USA	LA-H-A5FSA-USA
LA-H-A5FZA-USA	Humongous Classic Collection	USA	LA-H-A5FZA-USA
LA-H-A5G3A-EUR	Aeterna Noctis	EUR	LA-H-A5G3A-EUR
LA-H-A5GFA-EUR	Guns N' Runs	EUR	LA-H-A5GFA-EUR
LA-H-A5HQC-USA	Alice Gear Aegis CS	USA	LA-H-A5HQC-USA
LA-H-A5JFA-EUR	Post Void	EUR	LA-H-A5JFA-EUR
LA-H-A5JKD-EUR	The Legend of Nayuta: Boundless Trails	EUR	LA-H-A5JKD-EUR
LA-H-A5JKD-USA	The Legend of Nayuta: Boundless Trails	USA	LA-H-A5JKD-USA
LA-H-A5JZA-JPN	Record of Lodoss War: Deedlit in Wonder Labyrinth	JPN	LA-H-A5JZA-JPN
LA-H-A5JZB-EUR	Record of Lodoss War: Deedlit in Wonder Labyrinth	EUR	LA-H-A5JZB-EUR
LA-H-A5JZB-USA	Record of Lodoss War: Deedlit in Wonder Labyrinth	USA	LA-H-A5JZB-USA
LA-H-A5LFA-EUR	Death's Door	EUR	LA-H-A5LFA-EUR
LA-H-A5LFA-USA	Death's Door	USA	LA-H-A5LFA-USA
LA-H-A5LKA-KOR	No More Heroes & No More Heroes 2: Desperate Struggle	KOR	LA-H-A5LKA-KOR
LA-H-A5M2A-USA	My Little Pony: A Maretime Bay Adventure	USA	LA-H-A5M2A-USA
LA-H-A5MFA-USA	Cobra Kai 2: Dojos Rising	USA	LA-H-A5MFA-USA
LA-H-A5MJB-ASI	Seven Pirates H	ASI	LA-H-A5MJB-ASI
LA-H-A5P3B-JPN	Gunvolt Chronicles: Luminous Avenger iX 2	JPN	LA-H-A5P3B-JPN
LA-H-A5P3B-USA	Gunvolt Chronicles: Luminous Avenger iX 2	USA	LA-H-A5P3B-USA
LA-H-A5PLA-USA	Elderand	USA	LA-H-A5PLA-USA
LA-H-A5PZA-JPN	Super Bullet Break	JPN	LA-H-A5PZA-JPN
LA-H-A5PZB-EUR	Super Bullet Break	EUR	LA-H-A5PZB-EUR
LA-H-A5QGA-EUR	Wonder Boy Collection	EUR	LA-H-A5QGA-EUR
LA-H-A5QGB-EUR	Wonder Boy Anniversary Collection	EUR	LA-H-A5QGB-EUR
LA-H-A5QHB-USA	Valis: The Fantasm Soldier Collection	USA	LA-H-A5QHB-USA
LA-H-A5R5B-USA	Time Management Game Collection	USA	LA-H-A5R5B-USA
LA-H-A5RBA-EUR	Grand Theft Auto: The Trilogy: The Definitive Edition	EUR	LA-H-A5RBA-EUR
LA-H-A5RBA-USA	Grand Theft Auto: The Trilogy: The Definitive Edition	USA	LA-H-A5RBA-USA
LA-H-A5RCA-USA	Eiyuden Chronicle: Rising	USA	LA-H-A5RCA-USA
LA-H-A5RCB-JPN	Eiyuden Chronicle: Rising	JPN	LA-H-A5RCB-JPN
LA-H-A5RNC-EUR	Anonymous;Code	EUR	LA-H-A5RNC-EUR
LA-H-A5TBA-JPN	The Diofield Chronicle	JPN	LA-H-A5TBA-JPN
LA-H-A5TBA-USA	The DioField Chronicle	USA	LA-H-A5TBA-USA
LA-H-A5TUA-EUR	Star Hunter DX & Space Moth: Lunar Edition	EUR	LA-H-A5TUA-EUR
LA-H-A5UKA-USA	DC League of Super-Pets: The Adventures of Krypto and Ace	USA	LA-H-A5UKA-USA
LA-H-A5ULA-USA	DC's Justice League: Cosmic Chaos	USA	LA-H-A5ULA-USA
LA-H-A5UPA-EUR	Deponia Collection	EUR	LA-H-A5UPA-EUR
LA-H-A5UVA-USA	River City Girls Zero	USA	LA-H-A5UVA-USA
LA-H-A5UXA-USA	Comic Colouring Book: Complete Edition	USA	LA-H-A5UXA-USA
LA-H-A5W2A-JPN	Klonoa Phantasy Reverie Series	JPN	LA-H-A5W2A-JPN
LA-H-A5W2C-EUR	Klonoa Phantasy Reverie Series	EUR	LA-H-A5W2C-EUR
LA-H-A5W8A-USA	Stellar Interface	USA	LA-H-A5W8A-USA
LA-H-A5WYA-EUR	Disco Elysium: The Final Cut	EUR	LA-H-A5WYA-EUR
LA-H-A5WYA-USA	Disco Elysium: The Final Cut	USA	LA-H-A5WYA-USA
LA-H-A5WYB-JPN	Disco Elysium: The Final Cut	JPN	LA-H-A5WYB-JPN
LA-H-A5WZA-EUR	No Man's Sky	EUR	LA-H-A5WZA-EUR
LA-H-A5WZA-JPN	No Man's Sky	JPN	LA-H-A5WZA-JPN
LA-H-A5WZA-USA	No Man's Sky	USA	LA-H-A5WZA-USA
LA-H-A62DA-JPN	Idol Manager	JPN	LA-H-A62DA-JPN
LA-H-A63BA-USA	OneShot: World Machine Edition	USA	LA-H-A63BA-USA
LA-H-A63HA-EUR	Redout II: Deluxe Edition	EUR	LA-H-A63HA-EUR
LA-H-A63HA-USA	Redout II: Deluxe Edition	USA	LA-H-A63HA-USA
LA-H-A643A-USA	A Monster's Expedition + Earlier Adventures	USA	LA-H-A643A-USA
LA-H-A674B-EUR	Yomawari: Lost in the Dark	EUR	LA-H-A674B-EUR
LA-H-A67DA-USA	BPM: Bullets Per Minute	USA	LA-H-A67DA-USA
LA-H-A68TA-EUR	Reknum: Origins Collection	EUR	LA-H-A68TA-EUR
LA-H-A69FA-USA	Prinny Presents: NIS Classics Vol 3	USA	LA-H-A69FA-USA
LA-H-A69MA-USA	Space Warlord Organ Trading Simulator	USA	LA-H-A69MA-USA
LA-H-A69XA-EUR	Souldiers	EUR	LA-H-A69XA-EUR
LA-H-A6ASG-EUR	Sonic Origins Plus	EUR	LA-H-A6ASG-EUR
LA-H-A6ASG-JPN	Sonic Origins Plus	JPN	LA-H-A6ASG-JPN
LA-H-A6ASG-USA	Sonic Origins Plus	USA	LA-H-A6ASG-USA
LA-H-A6AUA-EUR	LEGO Brawls	EUR	LA-H-A6AUA-EUR
LA-H-A6B2A-USA	River City Girls 2	USA	LA-H-A6B2A-USA
LA-H-A6BFA-USA	Time on Frog Island	USA	LA-H-A6BFA-USA
LA-H-A6C2A-USA	Away: Journey to the Unexpected	USA	LA-H-A6C2A-USA
LA-H-A6E7A-EUR	Kao the Kangaroo	EUR	LA-H-A6E7A-EUR
LA-H-A6E7B-USA	Kao the Kangaroo	USA	LA-H-A6E7B-USA
LA-H-A6FQA-USA	Being Home With You is Worse Than Death	USA	LA-H-A6FQA-USA
LA-H-A6GZB-EUR	Crymachina	EUR	LA-H-A6GZB-EUR
LA-H-A6HPA-EUR	Will You Snail	EUR	LA-H-A6HPA-EUR
LA-H-A6HVC-EUR	Neptunia x SENRAN KAGURA: Ninja Wars	EUR	LA-H-A6HVC-EUR
LA-H-A6HZA-EUR	Orbital Bullet	EUR	LA-H-A6HZA-EUR
LA-H-A6J6A-EUR	Crisis Core: Final Fantasy VII: Reunion	EUR	LA-H-A6J6A-EUR
LA-H-A6J6A-JPN	Crisis Core: Final Fantasy VII: Reunion	JPN	LA-H-A6J6A-JPN
LA-H-A6J6A-USA	Crisis Core: Final Fantasy VII: Reunion	USA	LA-H-A6J6A-USA
LA-H-A6J6B-CHT	Crisis Core: Final Fantasy VII: Reunion	CHT	LA-H-A6J6B-CHT
LA-H-A6K2A-EUR	Islets	EUR	LA-H-A6K2A-EUR
LA-H-A6L7A-EUR	Infernax	EUR	LA-H-A6L7A-EUR
LA-H-A6L7A-USA	Infernax	USA	LA-H-A6L7A-USA
LA-H-A6MPB-USA	Gimmick! Special Edition	USA	LA-H-A6MPB-USA
LA-H-A6MRA-USA	Dungeon Munchies	USA	LA-H-A6MRA-USA
LA-H-A6MRB-CHT	Dungeon Munchies	CHT	LA-H-A6MRB-CHT
LA-H-A6N2A-ASI	Super Retro Platformer Collection	ASI	LA-H-A6N2A-ASI
LA-H-A6NMA-EUR	Monopoly Plus / Monopoly Madness	EUR	LA-H-A6NMA-EUR
LA-H-A6NMA-USA	Monopoly Plus / Monopoly Madness	USA	LA-H-A6NMA-USA
LA-H-A6NVA-EUR	Gunborg: Dark Matters	EUR	LA-H-A6NVA-EUR
LA-H-A6R4A-USA	Behind the Frame: The Finest Scenery	USA	LA-H-A6R4A-USA
LA-H-A6RVA-EUR	Panorama Cotton	EUR	LA-H-A6RVA-EUR
LA-H-A6RWA-EUR	Cotton 100%	EUR	LA-H-A6RWA-EUR
LA-H-A6SDA-JPN	Little Witch Nobeta	JPN	LA-H-A6SDA-JPN
LA-H-A6SDB-USA	Little Witch Nobeta	USA	LA-H-A6SDB-USA
LA-H-A6SVA-USA	DOOM Eternal	USA	LA-H-A6SVA-USA
LA-H-A6UDA-USA	Boulder Dash Ultimate Collection	USA	LA-H-A6UDA-USA
LA-H-A6VCA-JPN	Capcom Fighting Collection	JPN	LA-H-A6VCA-JPN
LA-H-A6VCB-USA	Capcom Fighting Collection	USA	LA-H-A6VCB-USA
LA-H-A6VFA-JPN	Behind the Screen & Defoliation	JPN	LA-H-A6VFA-JPN
LA-H-A6VQA-JPN	CARDFIGHT!! Vanguard Dear Days	JPN	LA-H-A6VQA-JPN
LA-H-A6W2B-USA	Chaos;Head Noah / Chaos;Child Double Pack	USA	LA-H-A6W2B-USA
LA-H-A6W2C-EUR	Chaos;Head Noah / Chaos;Child Double Pack	EUR	LA-H-A6W2C-EUR
LA-H-A6WXC-USA	Kamiwaza: Way of the Thief	USA	LA-H-A6WXC-USA
LA-H-A6XYA-USA	8Doors: Arum's Afterlife Adventure	USA	LA-H-A6XYA-USA
LA-H-A6YWA-EUR	Ultra Mega Xtra Party Challenge	EUR	LA-H-A6YWA-EUR
LA-H-A6YWA-USA	Ultra Mega Xtra Party Challenge	USA	LA-H-A6YWA-USA
LA-H-A6YYA-EUR	Cult of the Lamb	EUR	LA-H-A6YYA-EUR
LA-H-A6YYA-USA	Cult of the Lamb	USA	LA-H-A6YYA-USA
LA-H-A727A-EUR	Harvestella	EUR	LA-H-A727A-EUR
LA-H-A727A-JPN	Harvestella	JPN	LA-H-A727A-JPN
LA-H-A727A-USA	Harvestella	USA	LA-H-A727A-USA
LA-H-A72XA-USA	Inscryption	USA	LA-H-A72XA-USA
LA-H-A72YA-JPN	Omori	JPN	LA-H-A72YA-JPN
LA-H-A72YA-USA	Omori	USA	LA-H-A72YA-USA
LA-H-A734B-JPN	Zero Fire: Toaplan Arcade Garage	JPN	LA-H-A734B-JPN
LA-H-A735A-USA	Alphadia Genesis 1 & 2	USA	LA-H-A735A-USA
LA-H-A73DA-EUR	Wavetale	EUR	LA-H-A73DA-EUR
LA-H-A73WA-ASI	Various Daylife	ASI	LA-H-A73WA-ASI
LA-H-A746A-USA	Final Vendetta	USA	LA-H-A746A-USA
LA-H-A74KC-EUR	Disgaea 7: Vows of the Virtueless	EUR	LA-H-A74KC-EUR
LA-H-A74KC-USA	Disgaea 7: Vows of the Virtueless	USA	LA-H-A74KC-USA
LA-H-A753A-USA	Cursed to Golf	USA	LA-H-A753A-USA
LA-H-A755A-JPN	Akai Katana Shin	JPN	LA-H-A755A-JPN
LA-H-A755C-EUR	Akai Katana Shin	EUR	LA-H-A755C-EUR
LA-H-A76WA-USA	Dusk	USA	LA-H-A76WA-USA
LA-H-A774A-EUR	Bramble: The Mountain King	EUR	LA-H-A774A-EUR
LA-H-A774A-JPN	Bramble: The Mountain King	JPN	LA-H-A774A-JPN
LA-H-A77AA-EUR	Cannon Dancer: Osman	EUR	LA-H-A77AA-EUR
LA-H-A77AA-JPN	Cannon Dancer: Osman	JPN	LA-H-A77AA-JPN
LA-H-A77MB-USA	Fate/Samurai Remnant	USA	LA-H-A77MB-USA
LA-H-A78TA-KOR	Fortress S	KOR	LA-H-A78TA-KOR
LA-H-A79SA-USA	Super Bomberman R 2	USA	LA-H-A79SA-USA
LA-H-A79ZA-EUR	The Spirit and the Mouse	EUR	LA-H-A79ZA-EUR
LA-H-A7A9B-USA	You Suck At Parking: Complete Edition	USA	LA-H-A7A9B-USA
LA-H-A7ADA-EUR	Dungeons 3	EUR	LA-H-A7ADA-EUR
LA-H-A7CBA-JPN	Live A Live	JPN	LA-H-A7CBA-JPN
LA-H-A7CBB-USA	Live A Live	USA	LA-H-A7CBB-USA
LA-H-A7CKA-USA	Super Mega Baseball 4	USA	LA-H-A7CKA-USA
LA-H-A7CRA-EUR	TABS (Totally Accurate Battle Simulator)	EUR	LA-H-A7CRA-EUR
LA-H-A7ESA-USA	Toodee and Topdee	USA	LA-H-A7ESA-USA
LA-H-A7G3A-EUR	SpongeBob SquarePants: The Cosmic Shake	EUR	LA-H-A7G3A-EUR
LA-H-A7G3A-USA	SpongeBob SquarePants: The Cosmic Shake	USA	LA-H-A7G3A-USA
LA-H-A7G3B-JPN	SpongeBob SquarePants: The Cosmic Shake	JPN	LA-H-A7G3B-JPN
LA-H-A7GJA-EUR	Dredge	EUR	LA-H-A7GJA-EUR
LA-H-A7GJA-JPN	Dredge	JPN	LA-H-A7GJA-JPN
LA-H-A7GJA-USA	Dredge	USA	LA-H-A7GJA-USA
LA-H-A7GST-EUR	It Takes Two	EUR	LA-H-A7GST-EUR
LA-H-A7JDB-KOR	Fist Of The Northstar: Fitness Boxing	KOR	LA-H-A7JDB-KOR
LA-H-A7JKA-EUR	Andro Dunos 2	EUR	LA-H-A7JKA-EUR
LA-H-A7JKB-USA	Andro Dunos 2	USA	LA-H-A7JKB-USA
LA-H-A7JYA-USA	Mato Anomalies	USA	LA-H-A7JYA-USA
LA-H-A7LPA-EUR	Nefasto's Misadventure: Meeting Noeroze	EUR	LA-H-A7LPA-EUR
LA-H-A7LXB-USA	Hidden Objects Collection: Volume 2	USA	LA-H-A7LXB-USA
LA-H-A7MXB-USA	Void Terrarium 2	USA	LA-H-A7MXB-USA
LA-H-A7N5A-USA	Unsouled	USA	LA-H-A7N5A-USA
LA-H-A7QBA-USA	Blade Runner: Enhanced Edition	USA	LA-H-A7QBA-USA
LA-H-A7QCD-USA	Fairy Fencer F: Refrain Chord	USA	LA-H-A7QCD-USA
LA-H-A7QFB-USA	GrimGrimoire OnceMore	USA	LA-H-A7QFB-USA
LA-H-A7QPA-EUR	Theatrhythm : Final Bar Line	EUR	LA-H-A7QPA-EUR
LA-H-A7QPA-USA	Theatrhythm : Final Bar Line	USA	LA-H-A7QPA-USA
LA-H-A7QPD-CHT	Theatrhythm : Final Bar Line	CHT	LA-H-A7QPD-CHT
LA-H-A7R2B-CHT	Swoon! Earth Escape	CHT	LA-H-A7R2B-CHT
LA-H-A7RAA-EUR	Oddworld: Soulstorm Limited Oddition	EUR	LA-H-A7RAA-EUR
LA-H-A7RAA-USA	Oddworld: Soulstorm Limited Oddition	USA	LA-H-A7RAA-USA
LA-H-A7RGA-EUR	Tales of the Neon Sea	EUR	LA-H-A7RGA-EUR
LA-H-A7RGA-JPN	Tales of the Neon Sea	JPN	LA-H-A7RGA-JPN
LA-H-A7S7E-EUR	Snow Bros. Nick & Tom Special	EUR	LA-H-A7S7E-EUR
LA-H-A7S7F-USA	Snow Bros. Nick & Tom Special	USA	LA-H-A7S7F-USA
LA-H-A7SGA-USA	Spidersaurs	USA	LA-H-A7SGA-USA
LA-H-A7SHA-USA	The Legend of Bum-bo	USA	LA-H-A7SHA-USA
LA-H-A7SJA-USA	Prodeus	USA	LA-H-A7SJA-USA
LA-H-A7SWD-JPN	Serial Cleaners	JPN	LA-H-A7SWD-JPN
LA-H-A7TQD-EUR	Them's Fightin' Herds	EUR	LA-H-A7TQD-EUR
LA-H-A7TRA-JPN	Harmonia	JPN	LA-H-A7TRA-JPN
LA-H-A7TSA-JPN	Loopers	JPN	LA-H-A7TSA-JPN
LA-H-A7TWA-JPN	Tasomachi: Behind the Twilight	JPN	LA-H-A7TWA-JPN
LA-H-A7TXA-EUR	Risen	EUR	LA-H-A7TXA-EUR
LA-H-A7TXA-USA	Risen	USA	LA-H-A7TXA-USA
LA-H-A7UQA-EUR	Front Mission 1st: Remake	EUR	LA-H-A7UQA-EUR
LA-H-A7UQA-JPN	Front Mission 1st: Remake	JPN	LA-H-A7UQA-JPN
LA-H-A7UQA-USA	Front Mission 1st: Remake	USA	LA-H-A7UQA-USA
LA-H-A7VWA-EUR	Ganryu 2: Hakuma Kojiro	EUR	LA-H-A7VWA-EUR
LA-H-A7WKA-USA	Airoheart	USA	LA-H-A7WKA-USA
LA-H-A7WPA-EUR	Skábma Snowfall	EUR	LA-H-A7WPA-EUR
LA-H-A7XDA-EUR	Sifu	EUR	LA-H-A7XDA-EUR
LA-H-A7XDA-JPN	Sifu	JPN	LA-H-A7XDA-JPN
LA-H-A7XDA-USA	Sifu	USA	LA-H-A7XDA-USA
LA-H-A7Y3A-EUR	Moonscars	EUR	LA-H-A7Y3A-EUR
LA-H-A7Y3A-USA	Moonscars	USA	LA-H-A7Y3A-USA
LA-H-A7YPB-USA	Sonic Superstars	USA	LA-H-A7YPB-USA
LA-H-A7ZJA-EUR	QUByte Classics: Zero Tolerance Collection	EUR	LA-H-A7ZJA-EUR
LA-H-A7ZKA-EUR	QUByte Classics: Jim Power: The Lost Dimension by Piko	EUR	LA-H-A7ZKA-EUR
LA-H-A83EA-USA	Astronite	USA	LA-H-A83EA-USA
LA-H-A85DA-EUR	Atari 50: The Anniversary Celebration	EUR	LA-H-A85DA-EUR
LA-H-A85DA-USA	Atari 50: The Anniversary Celebration	USA	LA-H-A85DA-USA
LA-H-A864A-EUR	Rush Hour Deluxe	EUR	LA-H-A864A-EUR
LA-H-A878A-EUR	Asterix & Obelix XXXL: The Ram From Hibernia	EUR	LA-H-A878A-EUR
LA-H-A87NA-JPN	Space Marshals Collection	JPN	LA-H-A87NA-JPN
LA-H-A87TB-USA	Akiba's Trip Undead and Undressed Director's Cut	USA	LA-H-A87TB-USA
LA-H-A889A-EUR	80 Days & Overboard!	EUR	LA-H-A889A-EUR
LA-H-A88YA-USA	Ara Fell: Enhanced Edition & Rise of the Third Power	USA	LA-H-A88YA-USA
LA-H-A896A-EUR	Signalis	EUR	LA-H-A896A-EUR
LA-H-A896A-USA	Signalis	USA	LA-H-A896A-USA
LA-H-A896B-JPN	Signalis	JPN	LA-H-A896B-JPN
LA-H-A899B-EUR	Atelier Ryza 3: Alchemist of the End & the Secret Key	EUR	LA-H-A899B-EUR
LA-H-A899B-USA	Atelier Ryza 3: Alchemist of the End & the Secret Key	USA	LA-H-A899B-USA
LA-H-A89MA-EUR	Advent Calendar	EUR	LA-H-A89MA-EUR
LA-H-A8B4A-ASI	Romancing Saga Minstrel Song Remastered	ASI	LA-H-A8B4A-ASI
LA-H-A8BHA-USA	Nexomon + Nexomon: Extinction: Complete Collection	USA	LA-H-A8BHA-USA
LA-H-A8BQA-EUR	Hell Pie	EUR	LA-H-A8BQA-EUR
LA-H-A8BSA-USA	Warhammer 40,000: Boltgun	USA	LA-H-A8BSA-USA
LA-H-A8CCA-EUR	Fort Boyard 2022	EUR	LA-H-A8CCA-EUR
LA-H-A8DXA-JPN	Witch on the Holy Night	JPN	LA-H-A8DXA-JPN
LA-H-A8DXB-USA	Witch on the Holy Night	USA	LA-H-A8DXB-USA
LA-H-A8EEA-CHT	F.I.S.T.: Forged in Shadow Torch	CHT	LA-H-A8EEA-CHT
LA-H-A8EEB-EUR	F.I.S.T.: Forged in Shadow Torch	EUR	LA-H-A8EEB-EUR
LA-H-A8EEB-USA	F.I.S.T.: Forged in Shadow Torch	USA	LA-H-A8EEB-USA
LA-H-A8FAA-USA	They Always Run	USA	LA-H-A8FAA-USA
LA-H-A8G3A-JPN	River City Girls 1 • 2	JPN	LA-H-A8G3A-JPN
LA-H-A8G5A-USA	The Outbound Ghost	USA	LA-H-A8G5A-USA
LA-H-A8G7A-USA	LEGO 2k Drive	USA	LA-H-A8G7A-USA
LA-H-A8GEB-ASI	Twin Blades of the Three Kingdoms	ASI	LA-H-A8GEB-ASI
LA-H-A8H2A-JPN	Megaman Battle Network Legacy Collection	JPN	LA-H-A8H2A-JPN
LA-H-A8H2A-USA	Megaman Battle Network Legacy Collection	USA	LA-H-A8H2A-USA
LA-H-A8J8A-JPN	RPG Time: The Legend of Wright	JPN	LA-H-A8J8A-JPN
LA-H-A8JAB-USA	Foretales	USA	LA-H-A8JAB-USA
LA-H-A8JXA-EUR	Ghost Song	EUR	LA-H-A8JXA-EUR
LA-H-A8JXA-USA	Ghost Song	USA	LA-H-A8JXA-USA
LA-H-A8K2A-USA	Blossom Tales II: The Minotaur Prince	USA	LA-H-A8K2A-USA
LA-H-A8KHA-USA	Lemon Cake	USA	LA-H-A8KHA-USA
LA-H-A8KJA-EUR	Bunny Park	EUR	LA-H-A8KJA-EUR
LA-H-A8KJA-USA	Bunny Park	USA	LA-H-A8KJA-USA
LA-H-A8LUA-EUR	Super Mario RPG	EUR	LA-H-A8LUA-EUR
LA-H-A8LUA-USA	Super Mario RPG	USA	LA-H-A8LUA-USA
LA-H-A8MNA-USA	The Knight Witch	USA	LA-H-A8MNA-USA
LA-H-A8N6A-EUR	Madison	EUR	LA-H-A8N6A-EUR
LA-H-A8NCA-EUR	Aragami 2	EUR	LA-H-A8NCA-EUR
LA-H-A8NCA-USA	Aragami 2	USA	LA-H-A8NCA-USA
LA-H-A8NZA-EUR	Beholgar	EUR	LA-H-A8NZA-EUR
LA-H-A8QRA-USA	Anno: Mutationem	USA	LA-H-A8QRA-USA
LA-H-A8QTA-EUR	Epics of Hammerwatch: Heroes' Edition	EUR	LA-H-A8QTA-EUR
LA-H-A8R7B-JPN	Melon Journey	JPN	LA-H-A8R7B-JPN
LA-H-A8RTA-JPN	Yuoni	JPN	LA-H-A8RTA-JPN
LA-H-A8RZA-JPN	Cotton 16Bit Tribute	JPN	LA-H-A8RZA-JPN
LA-H-A8S5A-USA	Return to Monkey Island	USA	LA-H-A8S5A-USA
LA-H-A8SXB-USA	Hidden Objects Collection: Volume 3	USA	LA-H-A8SXB-USA
LA-H-A8UBA-USA	White Day: A Labyrinth Named School	USA	LA-H-A8UBA-USA
LA-H-A8V6B-USA	Frogun	USA	LA-H-A8V6B-USA
LA-H-A8VEA-JPN	Ghost Trick: Phantom Detective	JPN	LA-H-A8VEA-JPN
