ID	title	region	serial
LA-H-A8WFA-USA	Smile for Me	USA	LA-H-A8WFA-USA
LA-H-A8X7B-USA	Dokapon Kingdom Connect	USA	LA-H-A8X7B-USA
LA-H-A8XCA-USA	God of Rock	USA	LA-H-A8XCA-USA
LA-H-A8XDA-JPN	Needy Girl Overdose (Needy Streamer Overload)	JPN	LA-H-A8XDA-JPN
LA-H-A8Y4B-USA	Valis: The Fantasm Soldier Collection II	USA	LA-H-A8Y4B-USA
LA-H-A8YNA-EUR	Breakers Collection	EUR	LA-H-A8YNA-EUR
LA-H-A8ZEB-CHT	Etrian Odyssey Origins Collection	CHT	LA-H-A8ZEB-CHT
LA-H-A8ZPA-EUR	Sophstar	EUR	LA-H-A8ZPA-EUR
LA-H-A92JA-JPN	Killer Frequency	JPN	LA-H-A92JA-JPN
LA-H-A93AB-CHT	SD Shin Kamen Rider Rumbe	CHT	LA-H-A93AB-CHT
LA-H-A94YA-EUR	Trek To Yomi	EUR	LA-H-A94YA-EUR
LA-H-A94YA-USA	Trek To Yomi	USA	LA-H-A94YA-USA
LA-H-A966A-USA	Coffee Talk Episode 2: Hibiscus & Butterfly	USA	LA-H-A966A-USA
LA-H-A96BA-USA	Vampire: The Masquerade: The New York Bundle	USA	LA-H-A96BA-USA
LA-H-A96QB-USA	Record of Agarest War	USA	LA-H-A96QB-USA
LA-H-A96ZA-USA	Five Nights at Freddy's: Security Breach	USA	LA-H-A96ZA-USA
LA-H-A97LB-USA	Master Detective Archives: Rain Code	USA	LA-H-A97LB-USA
LA-H-A97LC-EUR	Master Detective Archives: Rain Code	EUR	LA-H-A97LC-EUR
LA-H-A97RA-JPN	BUCCANYAR	JPN	LA-H-A97RA-JPN
LA-H-A97TB-USA	Persona 5 Tactica	USA	LA-H-A97TB-USA
LA-H-A97UA-JPN	ONI: Road to be the Mightiest Oni	JPN	LA-H-A97UA-JPN
LA-H-A98MA-EUR	Kukoos: Lost Pets	EUR	LA-H-A98MA-EUR
LA-H-A98RA-EUR	Octopath Traveler II	EUR	LA-H-A98RA-EUR
LA-H-A98RA-USA	Octopath Traveler II	USA	LA-H-A98RA-USA
LA-H-A99DA-JPN	Jitsu Squad	JPN	LA-H-A99DA-JPN
LA-H-A99DA-USA	Jitsu Squad	USA	LA-H-A99DA-USA
LA-H-A9BKA-JPN	NeverAwake	JPN	LA-H-A9BKA-JPN
LA-H-A9CYA-USA	Blade Assault	USA	LA-H-A9CYA-USA
LA-H-A9DWA-USA	Deathwish Enforcers	USA	LA-H-A9DWA-USA
LA-H-A9E7A-USA	Nuclear Blaze	USA	LA-H-A9E7A-USA
LA-H-A9F3A-JPN	Return to Shironagasu Island	JPN	LA-H-A9F3A-JPN
LA-H-A9FPA-JPN	Samurai Maiden	JPN	LA-H-A9FPA-JPN
LA-H-A9GLA-EUR	My Fantastic Ranch	EUR	LA-H-A9GLA-EUR
LA-H-A9GSA-EUR	Lost in Play	EUR	LA-H-A9GSA-EUR
LA-H-A9HSA-EUR	Ankora Lost Days & Deiland Pocket Planet	EUR	LA-H-A9HSA-EUR
LA-H-A9JTA-JPN	Baten Kaitos I & II HD Remaster	JPN	LA-H-A9JTA-JPN
LA-H-A9K6A-JPN	Castle of Shikigami 2	JPN	LA-H-A9K6A-JPN
LA-H-A9K8A-JPN	Infinity Strash: Dragon Quest: The Adventure of Dai	JPN	LA-H-A9K8A-JPN
LA-H-A9KRC-EUR	We Love Katamari Reroll + Royal Reverie	EUR	LA-H-A9KRC-EUR
LA-H-A9M3C-USA	Starsand	USA	LA-H-A9M3C-USA
LA-H-A9MNA-JPN	Trouble Witches Final! Episode 01: Daughters of Amalgam	JPN	LA-H-A9MNA-JPN
LA-H-A9NUA-EUR	Vengeful Guardian Moonrider	EUR	LA-H-A9NUA-EUR
LA-H-A9NUA-USA	Vengeful Guardian Moonrider	USA	LA-H-A9NUA-USA
LA-H-A9QA9-JPN	Sanabi	JPN	LA-H-A9QA9-JPN
LA-H-A9QEA-EUR	WarioWare: Move It!	EUR	LA-H-A9QEA-EUR
LA-H-A9QEA-USA	WarioWare: Move It!	USA	LA-H-A9QEA-USA
LA-H-A9QNZ-EUR	My Universe: My Baby Dragon	EUR	LA-H-A9QNZ-EUR
LA-H-A9TSA-EUR	JaJaMaru: Legendary Ninja Collection	EUR	LA-H-A9TSA-EUR
LA-H-A9V6A-USA	AEW: Fight Forever	USA	LA-H-A9V6A-USA
LA-H-A9WRC-CHT	Fatal Frame : Mask of the Lunar Eclipse	CHT	LA-H-A9WRC-CHT
LA-H-A9X4A-ASI	Sea Horizon	ASI	LA-H-A9X4A-ASI
LA-H-A9X9A-JPN	IB	JPN	LA-H-A9X9A-JPN
LA-H-A9XPB-USA	Hidden Objects Collection: Volume 4	USA	LA-H-A9XPB-USA
LA-H-A9Y3A-EUR	Doctor Who: Duo Bundle	EUR	LA-H-A9Y3A-EUR
LA-H-A9YZA-JPN	Double Dragon Collection	JPN	LA-H-A9YZA-JPN
LA-H-A9Z2A-JPN	A Space for the Unbound	JPN	LA-H-A9Z2A-JPN
LA-H-A9ZLA-JPN	River City: Rival Showdown	JPN	LA-H-A9ZLA-JPN
LA-H-AAAAA-AUS	The Legend of Zelda: Breath of the Wild	AUS	LA-H-AAAAA-AUS
LA-H-AAAAA-EUR	The Legend of Zelda: Breath of the Wild	EUR	LA-H-AAAAA-EUR
LA-H-AAAAA-USA	The Legend of Zelda: Breath of the Wild	USA	LA-H-AAAAA-USA
LA-H-AAAAG-CHT	The Legend of Zelda: Breath of the Wild + Expansion	CHT	LA-H-AAAAG-CHT
LA-H-AAAAG-JPN	The Legend of Zelda: Breath of the Wild + Expansion	JPN	LA-H-AAAAG-JPN
LA-H-AAAAG-KOR	The Legend of Zelda: Breath of the Wild + Expansion	KOR	LA-H-AAAAG-KOR
LA-H-AAABA-EUR	Super Smash Bros. Ultimate	EUR	LA-H-AAABA-EUR
LA-H-AAABA-USA	Super Smash Bros. Ultimate	USA	LA-H-AAABA-USA
LA-H-AAACA-EUR	Super Mario Odyssey	EUR	LA-H-AAACA-EUR
LA-H-AAACA-USA	Super Mario Odyssey	USA	LA-H-AAACA-USA
LA-H-AAB6B-USA	Splatoon 2	USA	LA-H-AAB6B-USA
LA-H-AAB6C-EUR	Splatoon 2	EUR	LA-H-AAB6C-EUR
LA-H-AAB6H-JPN	Splatoon 2 + Splatoon 2 Octo Expansion Bundle	JPN	LA-H-AAB6H-JPN
LA-H-AAB7A-JPN	Monster Hunter XX Nintendo Switch Ver.	JPN	LA-H-AAB7A-JPN
LA-H-AAB7B-EUR	Monster Hunter Generations Ultimate	EUR	LA-H-AAB7B-EUR
LA-H-AAB7B-USA	Monster Hunter Generations Ultimate	USA	LA-H-AAB7B-USA
LA-H-AAB8A-JPN	Super Bomberman R	JPN	LA-H-AAB8A-JPN
LA-H-AAB8A-USA	Super Bomberman R	USA	LA-H-AAB8A-USA
LA-H-AABPA-AUS	Mario Kart 8 Deluxe	AUS	LA-H-AABPA-AUS
LA-H-AABPA-USA	Mario Kart 8 Deluxe	USA	LA-H-AABPA-USA
LA-H-AABPK-JPN	Mario Kart 8 Deluxe + Booster Course Pass	JPN	LA-H-AABPK-JPN
LA-H-AABQA-EUR	Arms	EUR	LA-H-AABQA-EUR
LA-H-AABQA-USA	Arms	USA	LA-H-AABQA-USA
LA-H-AACAA-JPN	Disgaea 5	JPN	LA-H-AACAA-JPN
LA-H-AACAC-EUR	Disgaea 5 Complete	EUR	LA-H-AACAC-EUR
LA-H-AACAC-USA	Disgaea 5 Complete	USA	LA-H-AACAC-USA
LA-H-AACCA-EUR	1-2-Switch	EUR	LA-H-AACCA-EUR
LA-H-AACCA-USA	1-2-Switch	USA	LA-H-AACCA-USA
LA-H-AB2DA-EUR	Little Inferno	EUR	LA-H-AB2DA-EUR
LA-H-AB2GA-EUR	World of Goo	EUR	LA-H-AB2GA-EUR
LA-H-AB36A-EUR	Troll and I	EUR	LA-H-AB36A-EUR
LA-H-AB36A-USA	Troll and I	USA	LA-H-AB36A-USA
LA-H-AB39A-EUR	RiME	EUR	LA-H-AB39A-EUR
LA-H-AB39A-USA	RiME	USA	LA-H-AB39A-USA
LA-H-AB46A-EUR	Graceful Explosion Machine	EUR	LA-H-AB46A-EUR
LA-H-AB48A-EUR	Astral Chain	EUR	LA-H-AB48A-EUR
LA-H-AB48A-USA	Astral Chain	USA	LA-H-AB48A-USA
LA-H-AB4JB-EUR	The LEGO NINJAGO Movie Video Game	EUR	LA-H-AB4JB-EUR
LA-H-AB4PA-EUR	Bloodstained: Ritual of the Night	EUR	LA-H-AB4PA-EUR
LA-H-AB4PA-USA	Bloodstained: Ritual of the Night	USA	LA-H-AB4PA-USA
LA-H-AB5JB-USA	Soldam: Drop, Connect, Erase	USA	LA-H-AB5JB-USA
LA-H-AB5JC-EUR	Soldam: Drop, Connect, Erase	EUR	LA-H-AB5JC-EUR
LA-H-AB7PA-EUR	Shovel Knight: Treasure Trove	EUR	LA-H-AB7PA-EUR
LA-H-AB7PA-JPN	Shovel Knight: Treasure Trove	JPN	LA-H-AB7PA-JPN
LA-H-AB7PA-USA	Shovel Knight: Treasure Trove	USA	LA-H-AB7PA-USA
LA-H-AB8EA-USA	Redout	USA	LA-H-AB8EA-USA
LA-H-AB92A-USA	Cave Story +	USA	LA-H-AB92A-USA
LA-H-AB92C-JPN	Cave Story +	JPN	LA-H-AB92C-JPN
LA-H-AB93A-USA	Ittle Dew 2+	USA	LA-H-AB93A-USA
LA-H-AB96A-USA	Tiny Barbarian DX	USA	LA-H-AB96A-USA
LA-H-AB9EA-EUR	Snake Pass	EUR	LA-H-AB9EA-EUR
LA-H-AB9ZA-USA	Blade Strangers	USA	LA-H-AB9ZA-USA
LA-H-ABD7A-USA	Sonic Mania	USA	LA-H-ABD7A-USA
LA-H-ABD7C-EUR	Sonic Mania Plus	EUR	LA-H-ABD7C-EUR
LA-H-ABD7C-USA	Sonic Mania Plus	USA	LA-H-ABD7C-USA
LA-H-ABETD-USA	Blaster Master Zero	USA	LA-H-ABETD-USA
LA-H-ABM2A-USA	LEGO City Undercover	USA	LA-H-ABM2A-USA
LA-H-ABM2B-EUR	LEGO City Undercover	EUR	LA-H-ABM2B-EUR
LA-H-ABMKA-EUR	Has-Been Heroes	EUR	LA-H-ABMKA-EUR
LA-H-ABMKA-USA	Has-Been Heroes	USA	LA-H-ABMKA-USA
LA-H-ABQLA-USA	Sonic Forces	USA	LA-H-ABQLA-USA
LA-H-ABTCB-USA	Wonder Boy: The Dragon's Trap	USA	LA-H-ABTCB-USA
LA-H-ABTCC-KOR	Wonder Boy: The Dragon's Trap	KOR	LA-H-ABTCC-KOR
LA-H-ABTCD-EUR	Wonder Boy: The Dragon's Trap	EUR	LA-H-ABTCD-EUR
LA-H-ABTCE-JPN	Wonder Boy: The Dragon's Trap	JPN	LA-H-ABTCE-JPN
LA-H-ABTDA-USA	Cars 3: Driven to Win	USA	LA-H-ABTDA-USA
LA-H-ABTDB-EUR	Cars 3: Driven to Win	EUR	LA-H-ABTDB-EUR
LA-H-ABYBA-EUR	Dragon Ball: Xenoverse 2	EUR	LA-H-ABYBA-EUR
LA-H-ABYBA-USA	Dragon Ball: Xenoverse 2	USA	LA-H-ABYBA-USA
LA-H-ABYRA-USA	Oceanhorn: Monster of Uncharted Seas	USA	LA-H-ABYRA-USA
LA-H-AC5FB-JPN	Kamiko	JPN	LA-H-AC5FB-JPN
LA-H-AC8QA-JPN	Fate/EXTELLA	JPN	LA-H-AC8QA-JPN
LA-H-AC8QA-USA	Fate/EXTELLA: The Umbral Star	USA	LA-H-AC8QA-USA
LA-H-ACATC-USA	SteamWorld Dig 2	USA	LA-H-ACATC-USA
LA-H-ACBAA-EUR	Animal Crossing: New Horizons	EUR	LA-H-ACBAA-EUR
LA-H-ACBAA-USA	Animal Crossing: New Horizons	USA	LA-H-ACBAA-USA
LA-H-ACC2A-JPN	Biohazard Revelations Unveiled Edition	JPN	LA-H-ACC2A-JPN
LA-H-ACC2A-USA	Resident Evil: Revelations Collection	USA	LA-H-ACC2A-USA
LA-H-ACD3B-USA	VOEZ	USA	LA-H-ACD3B-USA
LA-H-ACF3A-EUR	Celeste	EUR	LA-H-ACF3A-EUR
LA-H-ACF3A-JPN	Celeste	JPN	LA-H-ACF3A-JPN
LA-H-ACF3A-USA	Celeste	USA	LA-H-ACF3A-USA
LA-H-ACF4A-USA	Shakedown Hawaii	USA	LA-H-ACF4A-USA
LA-H-ACGNA-USA	Thumper	USA	LA-H-ACGNA-USA
LA-H-ACGPA-USA	Monster Boy and the Cursed Kingdom	USA	LA-H-ACGPA-USA
LA-H-ACGPB-KOR	Monster Boy and the Cursed Kingdom	KOR	LA-H-ACGPB-KOR
LA-H-ACKBC-USA	Yooka-Laylee	USA	LA-H-ACKBC-USA
LA-H-ACL4A-EUR	LEGO Worlds	EUR	LA-H-ACL4A-EUR
LA-H-ACL4A-USA	LEGO Worlds	USA	LA-H-ACL4A-USA
LA-H-ACL9A-EUR	One Piece Unlimited World Red Deluxe Edition	EUR	LA-H-ACL9A-EUR
LA-H-ACM3A-EUR	Dandara: Trials of Fear Edition	EUR	LA-H-ACM3A-EUR
LA-H-ACMPB-EUR	Flipping Death	EUR	LA-H-ACMPB-EUR
LA-H-ACMPB-USA	Flipping Death	USA	LA-H-ACMPB-USA
LA-H-ACNGB-USA	Runner3	USA	LA-H-ACNGB-USA
LA-H-ACPFA-EUR	WarGroove	EUR	LA-H-ACPFA-EUR
LA-H-ACPFA-USA	WarGroove	USA	LA-H-ACPFA-USA
LA-H-ACPGA-EUR	Stardew Valley	EUR	LA-H-ACPGA-EUR
LA-H-ACPGA-USA	Stardew Valley	USA	LA-H-ACPGA-USA
LA-H-ACPGB-JPN	Stardew Valley	JPN	LA-H-ACPGB-JPN
LA-H-ACS3A-EUR	Minecraft: Story Mode: The Complete Adventure	EUR	LA-H-ACS3A-EUR
LA-H-ACS3A-USA	Minecraft: Story Mode: The Complete Adventure	USA	LA-H-ACS3A-USA
LA-H-ACVKA-EUR	Rayman Legends: Definitive Edition	EUR	LA-H-ACVKA-EUR
LA-H-ACVKA-USA	Rayman Legends: Definitive Edition	USA	LA-H-ACVKA-USA
LA-H-ACXPB-EUR	Dragon Quest Builders	EUR	LA-H-ACXPB-EUR
LA-H-ACXPB-USA	Dragon Quest Builders	USA	LA-H-ACXPB-USA
LA-H-ACXWB-JPN	Mantis Burn Racing	JPN	LA-H-ACXWB-JPN
LA-H-ACYXA-EUR	Constructor Plus	EUR	LA-H-ACYXA-EUR
LA-H-AD3HD-USA	Slime-san: Superslime Edition	USA	LA-H-AD3HD-USA
LA-H-AD4CE-EUR	Aces of the Luftwaffe: Squadron: Extended Edition	EUR	LA-H-AD4CE-EUR
LA-H-AD4CE-USA	Aces of the Luftwaffe: Squadron: Extended Edition	USA	LA-H-AD4CE-USA
LA-H-AD6QF-EUR	Harvest Moon: Light of Hope Special Edition	EUR	LA-H-AD6QF-EUR
LA-H-AD79A-EUR	Gear.Club Unlimited	EUR	LA-H-AD79A-EUR
LA-H-AD7DA-EUR	Splasher	EUR	LA-H-AD7DA-EUR
LA-H-AD7SB-USA	Mighty Gunvolt Burst	USA	LA-H-AD7SB-USA
LA-H-AD7TA-JPN	Azure Striker Gunvolt: Striker Pack	JPN	LA-H-AD7TA-JPN
LA-H-AD7TB-EUR	Azure Striker Gunvolt: Striker Pack	EUR	LA-H-AD7TB-EUR
LA-H-AD7TB-USA	Azure Striker Gunvolt: Striker Pack	USA	LA-H-AD7TB-USA
LA-H-AD82H-EUR	Schlag den Star	EUR	LA-H-AD82H-EUR
LA-H-AD87D-EUR	RIVE: Ultimate Edition (includes Swap This!)	EUR	LA-H-AD87D-EUR
LA-H-AD8BA-EUR	Indivisible	EUR	LA-H-AD8BA-EUR
LA-H-AD8BA-USA	Indivisible	USA	LA-H-AD8BA-USA
LA-H-AD8HA-EUR	Starlink: Battle for Atlas	EUR	LA-H-AD8HA-EUR
LA-H-AD8HA-USA	Starlink: Battle for Atlas	USA	LA-H-AD8HA-USA
LA-H-AD8YB-EUR	Slain: Back from Hell	EUR	LA-H-AD8YB-EUR
LA-H-AD8YC-USA	Slain: Back from Hell	USA	LA-H-AD8YC-USA
LA-H-AD9BA-EUR	Touhou Kobuto V: Burst Battle	EUR	LA-H-AD9BA-EUR
LA-H-AD9BA-USA	Touhou Kobuto V Burst Battle	USA	LA-H-AD9BA-USA
LA-H-AD9PA-EUR	Payday 2	EUR	LA-H-AD9PA-EUR
LA-H-ADALA-EUR	New Super Mario Bros. U Deluxe	EUR	LA-H-ADALA-EUR
LA-H-ADALA-USA	New Super Mario Bros. U Deluxe	USA	LA-H-ADALA-USA
LA-H-ADAVB-EUR	Collection of Mana	EUR	LA-H-ADAVB-EUR
LA-H-ADAVB-USA	Collection of Mana	USA	LA-H-ADAVB-USA
LA-H-ADCEA-EUR	FIFA 18	EUR	LA-H-ADCEA-EUR
LA-H-ADEBA-USA	Just Dance 2018	USA	LA-H-ADEBA-USA
LA-H-ADENA-JPN	Xenoblade Chronicles 2	JPN	LA-H-ADENA-JPN
LA-H-ADENB-EUR	Xenoblade Chronicles 2	EUR	LA-H-ADENB-EUR
LA-H-ADENB-USA	Xenoblade Chronicles 2	USA	LA-H-ADENB-USA
LA-H-ADEUB-USA	Penguin Wars	USA	LA-H-ADEUB-USA
LA-H-ADFJA-EUR	Super Mario Party	EUR	LA-H-ADFJA-EUR
LA-H-ADFJA-USA	Super Mario Party	USA	LA-H-ADFJA-USA
LA-H-ADFUA-EUR	Nintendo Labo Toy-Con 01: Variety Kit	EUR	LA-H-ADFUA-EUR
LA-H-ADFUA-USA	Nintendo Labo Toy-Con 01: Variety Kit	USA	LA-H-ADFUA-USA
LA-H-ADFVA-EUR	Nintendo Labo Toy-Con 02: Robot Kit	EUR	LA-H-ADFVA-EUR
LA-H-ADFWA-EUR	Nintendo Labo Toy-Con 03: Vehicle Kit	EUR	LA-H-ADFWA-EUR
LA-H-ADFWA-USA	Nintendo Labo Toy-Con 03: Vehicle Kit	USA	LA-H-ADFWA-USA
LA-H-ADK7B-EUR	Monster Jam Crush It	EUR	LA-H-ADK7B-EUR
LA-H-ADLRA-EUR	Sine Mora EX	EUR	LA-H-ADLRA-EUR
LA-H-ADLRA-USA	Sine Mora EX	USA	LA-H-ADLRA-USA
LA-H-ADM9A-EUR	Battle Chasers Nightwar	EUR	LA-H-ADM9A-EUR
LA-H-ADM9A-USA	Battle Chasers Nightwar	USA	LA-H-ADM9A-USA
LA-H-ADMMA-USA	Rocket League Collector's Edition	USA	LA-H-ADMMA-USA
LA-H-ADMMC-USA	Rocket League Ultimate Edition	USA	LA-H-ADMMC-USA
LA-H-ADPVA-EUR	The Count of Lucanor	EUR	LA-H-ADPVA-EUR
LA-H-ADRBB-JPN	Brave Dungeon + Dark Witch's Story: COMBAT	JPN	LA-H-ADRBB-JPN
LA-H-ADW2A-EUR	Pokémon: Let's Go, Pikachu!	EUR	LA-H-ADW2A-EUR
LA-H-ADW2A-USA	Pokémon: Let's Go, Pikachu!	USA	LA-H-ADW2A-USA
LA-H-ADW3A-EUR	Pokémon: Let's Go, Eevee!	EUR	LA-H-ADW3A-EUR
LA-H-ADW3A-USA	Pokémon: Let's Go, Eevee!	USA	LA-H-ADW3A-USA
LA-H-ADWFB-EUR	Nights of Azure 2: Bride of the New Moon	EUR	LA-H-ADWFB-EUR
LA-H-ADWFB-USA	Nights of Azure 2: Bride of the New Moon	USA	LA-H-ADWFB-USA
LA-H-ADWGA-EUR	Vegas Party	EUR	LA-H-ADWGA-EUR
LA-H-ADWHB-ASI	Dimension Drive	ASI	LA-H-ADWHB-ASI
LA-H-ADWSB-USA	Elliot Quest	USA	LA-H-ADWSB-USA
LA-H-ADWTA-USA	Cartoon Network Battle Crashers	USA	LA-H-ADWTA-USA
LA-H-ADWYA-EUR	Lost Sphear	EUR	LA-H-ADWYA-EUR
LA-H-ADWYA-JPN	Lost Sphear	JPN	LA-H-ADWYA-JPN
LA-H-ADWYA-USA	Lost Sphear	USA	LA-H-ADWYA-USA
LA-H-ADXHB-EUR	Fire Emblem Warriors	EUR	LA-H-ADXHB-EUR
LA-H-ADXHB-USA	Fire Emblem Warriors	USA	LA-H-ADXHB-USA
LA-H-ADYFA-JPN	Winning Post 8 2017	JPN	LA-H-ADYFA-JPN
LA-H-ADZ6B-USA	Thimbleweed Park	USA	LA-H-ADZ6B-USA
LA-H-AE5RA-EUR	Penny-Punching Princess	EUR	LA-H-AE5RA-EUR
LA-H-AE5RA-USA	Penny-Punching Princess	USA	LA-H-AE5RA-USA
LA-H-AE78A-USA	Mutant Mudds Collection	USA	LA-H-AE78A-USA
LA-H-AE78B-EUR	Mutant Mudds Collection	EUR	LA-H-AE78B-EUR
LA-H-AE8QA-USA	Kingdom: New Lands	USA	LA-H-AE8QA-USA
LA-H-AE98A-EUR	Bayonetta 2	EUR	LA-H-AE98A-EUR
LA-H-AE98A-JPN	Bayonetta 2	JPN	LA-H-AE98A-JPN
LA-H-AE98A-USA	Bayonetta 2	USA	LA-H-AE98A-USA
LA-H-AE99A-EUR	Bayonetta	EUR	LA-H-AE99A-EUR
LA-H-AE99A-JPN	Bayonetta	JPN	LA-H-AE99A-JPN
LA-H-AE99A-USA	Bayonetta	USA	LA-H-AE99A-USA
LA-H-AEA2A-EUR	Yoshi's Crafted World	EUR	LA-H-AEA2A-EUR
LA-H-AEA2A-USA	Yoshi's Crafted World	USA	LA-H-AEA2A-USA
LA-H-AEABB-USA	Poi: Explorer Edition	USA	LA-H-AEABB-USA
LA-H-AEABC-EUR	Poi: Explorer Edition	EUR	LA-H-AEABC-EUR
LA-H-AEANA-USA	LEGO Marvel Super Heroes 2	USA	LA-H-AEANA-USA
LA-H-AEANB-EUR	LEGO Marvel Super Heroes 2	EUR	LA-H-AEANB-EUR
LA-H-AEB8A-EUR	Little Nightmares: Complete Edition	EUR	LA-H-AEB8A-EUR
LA-H-AEBNC-USA	Brawlout	USA	LA-H-AEBNC-USA
LA-H-AECNB-USA	Attack on Titan 2	USA	LA-H-AECNB-USA
LA-H-AECNM-EUR	Attack on Titan 2: Final Battle	EUR	LA-H-AECNM-EUR
LA-H-AECNM-USA	Attack on Titan 2: Final Battle	USA	LA-H-AECNM-USA
LA-H-AECRA-USA	Phoenotopia Awakening	USA	LA-H-AECRA-USA
LA-H-AECTC-ASI	Death Squared	ASI	LA-H-AECTC-ASI
LA-H-AECYA-EUR	Portal Knights	EUR	LA-H-AECYA-EUR
LA-H-AECZC-USA	Golf Story	USA	LA-H-AECZC-USA
LA-H-AECZD-JPN	Golf Story	JPN	LA-H-AECZD-JPN
LA-H-AEDLA-USA	The Mummy Demastered	USA	LA-H-AEDLA-USA
LA-H-AEDXA-EUR	Scribblenauts Showdown	EUR	LA-H-AEDXA-EUR
LA-H-AEEVA-EUR	Syberia 1 & 2	EUR	LA-H-AEEVA-EUR
LA-H-AEG2A-EUR	Earthlock	EUR	LA-H-AEG2A-EUR
LA-H-AEG5A-EUR	Yono and the Celestial Elephants	EUR	LA-H-AEG5A-EUR
LA-H-AEJQB-EUR	Axiom Verge	EUR	LA-H-AEJQB-EUR
LA-H-AEJQB-USA	Axiom Verge	USA	LA-H-AEJQB-USA
LA-H-AEK3B-EUR	Raging Loop	EUR	LA-H-AEK3B-EUR
LA-H-AEK3B-USA	Raging Loop	USA	LA-H-AEK3B-USA
LA-H-AEK6A-EUR	Island Flight Simulator	EUR	LA-H-AEK6A-EUR
LA-H-AENWA-USA	Superbeat: Xonic	USA	LA-H-AENWA-USA
LA-H-AEQKA-EUR	Overcooked! Special Edition	EUR	LA-H-AEQKA-EUR
LA-H-AEQZB-EUR	Shaq Fu: A Legend Reborn	EUR	LA-H-AEQZB-EUR
LA-H-AEQZB-USA	Shaq Fu: A Legend Reborn	USA	LA-H-AEQZB-USA
LA-H-AES8A-EUR	Ben 10	EUR	LA-H-AES8A-EUR
LA-H-AES9A-EUR	Adventure Time: Pirates of the Enchiridion	EUR	LA-H-AES9A-EUR
LA-H-AES9A-USA	Adventure Time: Pirates of the Enchiridion	USA	LA-H-AES9A-USA
LA-H-AESEA-EUR	Farming Simulator Nintendo Switch Edition	EUR	LA-H-AESEA-EUR
LA-H-AET9A-EUR	The Sexy Brutale	EUR	LA-H-AET9A-EUR
LA-H-AEUCA-EUR	Minecraft	EUR	LA-H-AEUCA-EUR
LA-H-AEUCA-USA	Minecraft	USA	LA-H-AEUCA-USA
LA-H-AEUWA-USA	Mercenary Kings: Reloaded Edition	USA	LA-H-AEUWA-USA
LA-H-AEW4A-EUR	Steredenn: Binary Stars	EUR	LA-H-AEW4A-EUR
LA-H-AEWHA-USA	KORG Gadget for Nintendo Switch	USA	LA-H-AEWHA-USA
LA-H-AEXYA-EUR	Snipperclips Plus: Cut it out, Together!	EUR	LA-H-AEXYA-EUR
LA-H-AEXYA-USA	Snipperclips Plus: Cut it out, Together!	USA	LA-H-AEXYA-USA
LA-H-AEZPA-EUR	The Escapists 2	EUR	LA-H-AEZPA-EUR
LA-H-AEZPA-USA	The Escapists 2	USA	LA-H-AEZPA-USA
LA-H-AEZSA-USA	Battle Chef Brigade Deluxe	USA	LA-H-AEZSA-USA
LA-H-AF2GB-EUR	Go Vacation	EUR	LA-H-AF2GB-EUR
LA-H-AF33A-EUR	N++	EUR	LA-H-AF33A-EUR
LA-H-AF3BA-EUR	Doom	EUR	LA-H-AF3BA-EUR
LA-H-AF3BA-USA	Doom	USA	LA-H-AF3BA-USA
LA-H-AF3CA-EUR	The Elder Scrolls V: Skyrim	EUR	LA-H-AF3CA-EUR
LA-H-AF3CA-USA	The Elder Scrolls V: Skyrim	USA	LA-H-AF3CA-USA
LA-H-AF3MA-USA	Lovers in a Dangerous Spacetime	USA	LA-H-AF3MA-USA
LA-H-AF49B-EUR	Atelier Lydie and Suelle / The Alchemists and the Mysterious Paintings	EUR	LA-H-AF49B-EUR
LA-H-AF6GB-EUR	Daemon X Machina	EUR	LA-H-AF6GB-EUR
LA-H-AF6GB-USA	Daemon X Machina	USA	LA-H-AF6GB-USA
LA-H-AF82A-USA	Gorogoa	USA	LA-H-AF82A-USA
LA-H-AF86A-USA	Code of Princess EX	USA	LA-H-AF86A-USA
LA-H-AF8VA-EUR	Butcher	EUR	LA-H-AF8VA-EUR
LA-H-AF8ZA-USA	Kentucky Route Zero: TV Edition	USA	LA-H-AF8ZA-USA
LA-H-AFATA-USA	Flinthook	USA	LA-H-AFATA-USA
LA-H-AFD5A-EUR	Flashback: 25th Anniversary	EUR	LA-H-AFD5A-EUR
LA-H-AFFCA-EUR	State of Mind	EUR	LA-H-AFFCA-EUR
LA-H-AFHRA-EUR	This is the Police	EUR	LA-H-AFHRA-EUR
LA-H-AFJVA-EUR	The Flame in the Flood: Complete Edition	EUR	LA-H-AFJVA-EUR
LA-H-AFJWA-EUR	Human: Fall Flat Anniversary Edition	EUR	LA-H-AFJWA-EUR
LA-H-AFJWA-USA	Human: Fall Flat	USA	LA-H-AFJWA-USA
LA-H-AFLHA-EUR	Lumo	EUR	LA-H-AFLHA-EUR
LA-H-AFLHA-USA	Lumo	USA	LA-H-AFLHA-USA
LA-H-AFLJA-EUR	88 Heroes: 98 Heroes Edition	EUR	LA-H-AFLJA-EUR
LA-H-AFLJA-USA	88 Heroes: 98 Heroes Edition	USA	LA-H-AFLJA-USA
LA-H-AFLRA-USA	PAW Patrol: On a Roll	USA	LA-H-AFLRA-USA
LA-H-AFLSA-EUR	The Longest Five Minutes	EUR	LA-H-AFLSA-EUR
LA-H-AFLSA-USA	The Longest Five Minutes	USA	LA-H-AFLSA-USA
