ID	title	edition	language	redump_status	region	system	version
833-0026-09	Dreamon Volume 10	N/A	N/A	2 and more dumps from original media [!]	France	DC	1.000
833-0027-50	Dreamon Volume 11	N/A	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
833-0029-50	Dreamon Volume 13	N/A	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
833-0030-50	Dreamon Collection 4	Bundled with DC	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
833-0036-50	Dreamon Volume 15	N/A	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
833-0038-50	Dreamon Volume 16	N/A	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
833-0041-50	Dreamon Volume 17	N/A	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
833-0046-50	Dreamon Volume 20	N/A	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
950-0017-50	F1 World Grand Prix	Original, Sample	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
950-0037-50	Rayman 2: The Great Escape	Sample	English / French / German / Italian / Spanish	Dumped from original media	Europe	DC	0.000
950-0064-09	Resident Evil: Code: Veronica (Disc 2)	Original, Sample	French	2 and more dumps from original media [!]	France	DC	1.000
950-0103-50	Sega GT	Original, Sample	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.001
952-0007-50	Sega Worldwide Soccer 2000	Sample	N/A	Dumped from original media	Europe	DC	1.200
952-0025-50	Virtua Striker 2 Ver. 2000.1	Sample	N/A	Dumped from original media	Europe	DC	1.001
952-0032-50	Red Dog: Superior Firepower	Original, Sample	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.520
952-0036-50	NBA 2K	Original, Sample	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.006
952-0038-05	Legacy of Kain: Soul Reaver	Original, Sample	English	2 and more dumps from original media [!]	Europe	DC	1.000
952-0042-50	MSR: Metropolis Street Racer	Original, Sample	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.001
952-0044-50	ChuChu Rocket!	Original, Sample	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Europe	DC	1.014
952-0052-50	Dead or Alive 2	Sample	English	Dumped from original media	Europe	DC	1.000
952-0058-05	Sword of the Berserk: Guts' Rage	Original, Sample	English	2 and more dumps from original media [!]	Europe	DC	1.002
952-0063-50	4 Wheel Thunder	Original, Sample	English / French	2 and more dumps from original media [!]	Europe	DC	1.002
952-0069-50	Virtua Tennis: Sega Professional Tennis	Sample	English	2 and more dumps from original media [!]	Europe	DC	0.900
952-0075-50	Virtua Tennis: Sega Professional Tennis	Sample	English / French / German / Spanish	Dumped from original media	Europe	DC	1.000
952-0080-50	Rush 2049	Sample	Dutch / English / Finnish / German / Italian / Spanish	Dumped from original media	Europe	DC	1.000
952-0081-50	MSR Opel Challenge	Sample	English	Dumped from original media	Europe	DC	0.800
952-0083-50	Space Channel 5	Sample	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
952-0099-50	Ready 2 Rumble Boxing: Round 2	Sample (Beta)	N/A	Dumped from original media	Europe	DC	1.001
952-0100-50	Kao the Kangaroo	Demo	N/A	Dumped from original media	Europe	DC	0.800
952-0102-50	Shenmue (Disc 3)	Original, Sample	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.001
952-0103-50	Le Mans 24 Hours	Original, Sample	English / French / German / Italian / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
952-0121-50	Super Runabout: San Francisco Edition	Original, Sample	English	2 and more dumps from original media [!]	Europe	DC	1.002
952-0124-50	Surf Rocket Racers	Original, Sample	N/A	2 and more dumps from original media [!]	Europe	DC	1.000
952-0133-50	Grandia II	Original, Sample	English	2 and more dumps from original media [!]	Europe	DC	1.000
952-0135-50	Fighting Vipers 2	Sample (Beta)	N/A	Dumped from original media	Europe	DC	1.000
952-0143-50	Giant Killers	Sample (Beta)	English	Dumped from original media	Europe	DC	1.000
952-0144-50	Championship Surfer	Sample (Beta)	N/A	Dumped from original media	Europe	DC	1.000
952-0149-50	European Super League	Original, Sample	English / French / German / Italian / Portuguese / Spanish	2 and more dumps from original media [!]	Europe	DC	1.002
952-0152-50	Confidential Mission	Original, Sample	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Europe	DC	1.002
952-0168-50	Virtua Tennis 2: Sega Professional Tennis	Original, Sample	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.009
952-0174-50	The Flintstones: Viva Rock Vegas	Sample	English / French / German / Italian / Spanish	Dumped from original media	Europe	DC	1.002
952-0176-50	Phantasy Star Online Ver. 2	Original, Sample	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Europe	DC	1.000
BB-0001	Xeno Crisis	Unlicensed	Dutch / English / French / German / Italian / Japanese / Portuguese / Spanish	2 and more dumps from original media [!]	USA, Japan	DC	1.000
D-0007-50	Resident Evil: Code: Veronica	Demo	English	Dumped from original media	Europe	DC	1.000
D-0008-50	Fur Fighters	Demo	N/A	Dumped from original media	Europe	DC	1.000
D-0009-50	Fur Fighters + Dead or Alive 2	Demo	English	Dumped from original media	Europe	DC	1.100
DC-GameShark-CDX:-I-20802	GameShark CDX	Unlicensed	English	2 and more dumps from original media [!]	USA	DC	1.060
DXJC-1	Dux Version 1.5	Original, Limited Edition, Bundled with Redux: Dark Matters Limited Edition	English	2 and more dumps from original media [!]	Europe	DC	1.000
FSCA-10113	D2: Original Sound Track (Disc 2) (MilCD)	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.080
FSRE2-DC	Fast Striker Ver. 1.5	Unlicensed	English	Dumped from original media	Europe	DC	N/A
G-20811	Cheats 'N Codes Volume 1	Unlicensed	N/A	2 and more dumps from original media [!]	USA	DC	1.060
G-20812SM	DC-IE Import Enabler	Unlicensed	N/A	Dumped from original media	USA	DC	1.060
G-20821SM	GameShark Lite Version 4.0	Unlicensed	N/A	Dumped from original media	USA	DC	1.060
HDR-0001	Sonic Adventure	Trial Version for E3	English	Dumped from original media	USA	DC	1.000
HDR-0002	Virtua Fighter 3tb	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.000
HDR-0003	Blue Stinger	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.006
HDR-0004	Godzilla Generations	Original, Sample	Japanese	2 and more dumps from original media [!]	Japan	DC	1.001
HDR-0005	Giant Gram: Zen Nihon Pro Wres 2 in Nihon Budoukan	Original	Japanese	Dumped from original media	Japan	DC	1.003
HDR-0006	Nettou Golf	Original	Japanese	Dumped from original media	Japan	DC	1.017
HDR-0007	The House of the Dead 2	Original	Japanese	Dumped from original media	Japan	DC	1.009
HDR-0009	Climax Landers	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.013
HDR-0010	Sega Rally 2	Original	Japanese	Dumped from original media	Japan	DC	1.04
HDR-0011	The House of the Dead 2	Original	Japanese	Dumped from original media	Japan	DC	1.011
HDR-0013	Super Speed Racing	Original	Japanese	Dumped from original media	Japan	DC	1.004
HDR-0014	Puyo Puyoon	Original, Sample	Japanese	2 and more dumps from original media [!]	Japan	DC	1.005
HDR-0015	Atsumare! Guru Guru Onsen	Original	Japanese	Dumped from original media	Japan	DC	1.008
HDR-0016	Shenmue: Ichishou Yokosuka (Disc 3)	Original, Genteiban	Japanese	2 and more dumps from original media [!]	Japan	DC	1.007
HDR-0017	Virtua Fighter 3tb	Reprint	Japanese	2 and more dumps from original media [!]	Japan	DC	1.003
HDR-0019	Akihabara Dennou-gumi Pata Pies!	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.000
HDR-0020	Dynamite Deka 2	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.004
HDR-0021	Chou Hatsumei Boy Kanipan: Bousou Robot no Nazo!?	Original	Japanese	Dumped from original media	Japan	DC	1.005
HDR-0022	Pro Yakyuu Team o Tsukurou!	Original	Japanese	Dumped from original media	Japan	DC	1.014
HDR-0023	Get Bass	N/A	Japanese	Dumped from original media	Japan	DC	1.002
HDR-0025	Yukawa Moto Senmu no Otakara Sagashi	Hibaihin	Japanese	Dumped from original media	Japan	DC	1.002
HDR-0026	Zombie Revenge	Original	Japanese	Dumped from original media	Japan	DC	1.006
HDR-0027	Pro Yakyuu Team de Asobou!	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.005
HDR-0028	J.League Pro Soccer Club o Tsukurou!	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.006
HDR-0029	Space Channel 5	Original, Dorikore	Japanese	2 and more dumps from original media [!]	Japan	DC	1.001
HDR-0031	Shenmue: Ichishou Yokosuka (Disc 3)	Original, Genteiban	Japanese	2 and more dumps from original media [!]	Japan	DC	1.007
HDR-0033	Grauen no Torikago: Kapitel 1: Keiyaku	Original	Japanese	Dumped from original media	Japan	DC	1.003
HDR-0034	Grauen no Torikago: Kapitel 2: Torikago	Original	Japanese	Dumped from original media	Japan	DC	1.000
HDR-0035	Grauen no Torikago: Kapitel 3: Kansei	Original	Japanese	Dumped from original media	Japan	DC	1.000
HDR-0036	Grauen no Torikago: Kapitel 4: Kaikou	Original	Japanese	Dumped from original media	Japan	DC	1.000
HDR-0037	Grauen no Torikago: Kapitel 5: Shokuzai	Original	Japanese	Dumped from original media	Japan	DC	1.000
HDR-0038	Grauen no Torikago: Kapitel 6: Senritsu	Original	Japanese	Dumped from original media	Japan	DC	1.001
HDR-0039	Chu-Chu Rocket!	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.003
HDR-0040	Dennou Senki: Virtual-On: Oratorio Tangram	Original, Dorikore	Japanese	2 and more dumps from original media [!]	Japan	DC	1.012
HDR-0042	DreamFlyer	Original	Japanese	Dumped from original media	Japan	DC	1.008
HDR-0043	Sonic Adventure International	Original	English / French / German / Japanese / Spanish	Dumped from original media	Japan	DC	1.003
HDR-0044	Roommania #203	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.007
HDR-0045	Virtua Striker 2 Ver. 2000.1	Original	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Japan	DC	1.011
HDR-0046	Sakura Taisen: Hanagumi Taisen Columns 2	Original	Japanese	Dumped from original media	Japan	DC	1.000
HDR-0047	Godzilla Generations: Maximum Impact	Original	English	Dumped from original media	Japan	DC	1.004
HDR-0050	Gakkyuu-ou Yamazaki: Yamazaki Oukoku Daifunsou!	Original	Japanese	Dumped from original media	Japan	DC	1.005
HDR-0051	Ready 2 Rumble Boxing: Uchikome Warai no Megaton Punch!!	Original	English / French / German / Japanese	Dumped from original media	Japan	DC	1.001
HDR-0052	Totsugeki! Teketeke!! Toy Ranger	Original	English / French / Japanese / Spanish	Dumped from original media	Japan	DC	1.031
HDR-0053	Crazy Taxi	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.004
HDR-0054	Sega GT: Homologation Special	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.006
HDR-0055	Hello Kitty no Lovely Fruit Park	Original	Japanese	Dumped from original media	Japan	DC	1.004
HDR-0057	Oogami Ichirou Funtou-ki: Sakura Taisen Kayou Show "Beni Tokage" yori (Disc 2)	Original	Japanese	Dumped from original media	Japan	DC	1.000
HDR-0058	NFL 2K	Original, Dorikore	N/A	2 and more dumps from original media [!]	Japan	DC	1.002
HDR-0061	Virtua Cop 2	Original	Japanese	Dumped from original media	Japan	DC	1.011
HDR-0063	Samba de Amigo	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.000
HDR-0064	Kiteretsu Boy's Gangagan	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.010
HDR-0065	Hello Kitty no Otonaru Mail	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.016
HDR-0066	Advanced Daisenryaku: Sturm über Europa: Der Deutsche Blitzkrieg	Original	Japanese	Dumped from original media	Japan	DC	1.013
HDR-0067	The Typing of the Dead	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.001
HDR-0069	NBA 2K	Original	English	2 and more dumps from original media [!]	Japan	DC	1.000
HDR-0070	Hello Kitty no Magical Block	Original	Japanese	Dumped from original media	Japan	DC	1.001
HDR-0071	Get!! Colonies	Original	Japanese	Dumped from original media	Japan	DC	1.000
HDR-0073	Sega Tetris	Original	Japanese	Dumped from original media	Japan	DC	2.000
HDR-0074	Rent a Hero No.1	Original	Japanese	Dumped from original media	Japan	DC	1.009
HDR-0075	Ao no 6-gou: Saigetsu Hito o Matazu: Time and Tide	Original	Japanese	Dumped from original media	Japan	DC	1.008
HDR-0076	Eternal Arcadia (Disc 2)	Original, Limited Box	Japanese	2 and more dumps from original media [!]	Japan	DC	1.009
HDR-0078	Jet Set Radio	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.006
HDR-0079	Napple Tale: Arsia in Daydream	Original	Japanese	Dumped from original media	Japan	DC	1.006
HDR-0080	18 Wheeler: American Pro Trucker	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.006
HDR-0081	Virtua Athlete 2K	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.009
HDR-0082	Sakura Taisen 3: Les Chattes Noires	Original, Shokai Genteiban Puru Puru Pack Fuzoku Set	Japanese	2 and more dumps from original media [!]	Japan	DC	1.001
HDR-0083	SGGG: Segagaga	First Print Limited Edition, Tsuujou-ban	Japanese	2 and more dumps from original media [!]	Japan	DC	1.022
HDR-0084	Dabi Tsuku: Derby-ba o Tsukurou!	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.002
HDR-0089	Sakura Taisen (Disc 2)	Genteiban	Japanese	Dumped from original media	Japan	DC	1.009
HDR-0090	Hello Kitty no Waku Waku Cookies	Original	Japanese	Dumped from original media	Japan	DC	1.002
HDR-0091	Pro Yakyuu Team de Asobou Net!	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.008
HDR-0092	Motto Pro Yakyuu Team o Tsukurou!	Original	Japanese	Dumped from original media	Japan	DC	1.012
HDR-0100	F355 Challenge	Original	Japanese	Dumped from original media	Japan	DC	1.003
HDR-0101	Giant Gram 2000: Zen Nihon Pro Wres 3 Eikou no Yuusha-tachi	Original	Japanese	Dumped from original media	Japan	DC	1.004
HDR-0102	Love Hina: Totsuzen no Engage Happening	Original, Limited Box	Japanese	2 and more dumps from original media [!]	Japan	DC	1.006
HDR-0103	Ecco the Dolphin: Defender of the Future	Original	Japanese	Dumped from original media	Japan	DC	1.005
HDR-0104	Sega Marine Fishing	Original	Japanese	Dumped from original media	Japan	DC	1.003
HDR-0105	Quiz Aa Megami-sama: Tatakau Tsubasa to Tomoni	Original, Limited Box	Japanese	2 and more dumps from original media [!]	Japan	DC	1.005
HDR-0106	Daytona USA 2001	Original	English	Dumped from original media	Japan	DC	1.024
HDR-0108	Sakura Taisen 3: Les Chattes Noires	Original, Shokai Genteiban Puru Puru Pack Fuzoku Set	Japanese	2 and more dumps from original media [!]	Japan	DC	1.001
HDR-0109	Eternal Arcadia (Disc 2)	Original, Limited Box	Japanese	2 and more dumps from original media [!]	Japan	DC	1.009
HDR-0112	Love Hina: Totsuzen no Engage Happening	Original, Limited Box	Japanese	2 and more dumps from original media [!]	Japan	DC	1.006
HDR-0113	Power Smash: Sega Professional Tennis	Original	English	Dumped from original media	Japan	DC	1.002
HDR-0114	Dreamstud!o	Original	Japanese	Dumped from original media	Japan	DC	1.002
HDR-0115	Cardcaptor Sakura: Tomoyo no Video Daisakusen	Original, Limited Box, Sample	Japanese	2 and more dumps from original media [!]	Japan	DC	1.001
HDR-0116	Magic: The Gathering	Original	Japanese	Dumped from original media	Japan	DC	1.011
HDR-0118	Outtrigger	Original	Japanese	Dumped from original media	Japan	DC	1.008
HDR-0119	Eternal Arcadia (Disc 2)	@barai	Japanese	Dumped from original media	Japan	DC	1.003
HDR-0121	Atsumare! Guru Guru Onsen BB	Original	Japanese	Dumped from original media	Japan	DC	1.002
HDR-0123	Quiz Aa Megami-sama: Tatakau Tsubasa to Tomoni	Original, Limited Box	Japanese	2 and more dumps from original media [!]	Japan	DC	1.005
HDR-0124	Hundred Swords	Original, Sample	Japanese	2 and more dumps from original media [!]	Japan	DC	1.005
HDR-0125	Sonic Shuffle	Original	Japanese	Dumped from original media	Japan	DC	1.001
HDR-0126	Saka Tsuku Tokudai-gou: J.League Pro Soccer Club o Tsukurou!	Original	Japanese	Dumped from original media	Japan	DC	1.003
HDR-0127	Hundred Swords	@barai	Japanese	Dumped from original media	Japan	DC	1.000
HDR-0128	De La Jet Set Radio	Original, D-Direct Limited Edition, Dorikore	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Japan	DC	1.001
HDR-0129	Sonic Adventure 2: The Trial	Demo	English / Japanese	2 and more dumps from original media [!]	USA, Japan	DC	1.000
HDR-0131	Samba de Amigo Ver. 2000	Original	Japanese	Dumped from original media	Japan	DC	1.001
HDR-0132	Cardcaptor Sakura: Tomoyo no Video Daisakusen	Original, Limited Box, Sample	Japanese	2 and more dumps from original media [!]	Japan	DC	1.001
HDR-0133	Fighting Vipers 2	Original	English / Japanese	Dumped from original media	Japan	DC	1.001
HDR-0136	Sakura Taisen Kinematron Hanagumi Mail	Original	Japanese	Dumped from original media	Japan	DC	1.008
HDR-0139	Love Hina: Smile Again	Sample	Japanese	Dumped from original media	Japan	DC	1.001
HDR-0140	Space Channel 5	Original, Dorikore	Japanese	2 and more dumps from original media [!]	Japan	DC	1.001
HDR-0141	NFL 2K	Original, Dorikore	N/A	2 and more dumps from original media [!]	Japan	DC	1.002
HDR-0144	NFL 2K1	Original	English	Dumped from original media	Japan	DC	1.000
HDR-0146	Sega Extreme Sports	Original	English	Dumped from original media	Japan	DC	1.003
HDR-0147	Sakura Taisen 3: Paris wa Moeteiru ka (Disc 3)	Original, Shokai Genteiban A, Shokai Genteiban B, Memorial Pack, Sakura Wars Complete Box	Japanese	2 and more dumps from original media [!]	Japan	DC	1.003
HDR-0148	Sakura Taisen 3: Paris wa Moeteiru ka (Disc 3)	Original, Shokai Genteiban A, Shokai Genteiban B, Memorial Pack, Sakura Wars Complete Box	Japanese	2 and more dumps from original media [!]	Japan	DC	1.003
HDR-0149	Le Mans 24 Hours	Original	Japanese	Dumped from original media	Japan	DC	1.000
HDR-0150	NBA 2K1	Original	Japanese	Dumped from original media	Japan	DC	1.002
HDR-0151	SGGG: Segagaga	First Print Limited Edition, Tsuujou-ban	Japanese	2 and more dumps from original media [!]	Japan	DC	1.022
HDR-0152	Sakura Taisen 3: Paris wa Moeteiru ka (Disc 3)	Original, Shokai Genteiban A, Shokai Genteiban B, Memorial Pack, Sakura Wars Complete Box	Japanese	2 and more dumps from original media [!]	Japan	DC	1.003
HDR-0153	Sports Jam	Original	Japanese	Dumped from original media	Japan	DC	1.005
HDR-0154	J.League Spectacle Soccer	Original	Japanese	Dumped from original media	Japan	DC	1.012
HDR-0156	US Shenmue (Disc 3)	Original	English / Japanese	Dumped from original media	Japan	DC	1.001
HDR-0157	World Series Baseball 2K1	Original	English	2 and more dumps from original media [!]	Japan	DC	1.000
HDR-0158	Advanced Daisenryaku 2001	Original	Japanese	Dumped from original media	Japan	DC	1.008
HDR-0159	Crazy Taxi 2	Original, Sample	English / Japanese	2 and more dumps from original media [!]	Japan	DC	1.003
HDR-0160	Confidential Mission	Original	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Japan	DC	1.000
HDR-0163	Phantasy Star Online Ver. 2	Original	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Japan	DC	1.014
HDR-0164	Shenmue II (Disc 4)	Original, Shokai Genteiban	Japanese	2 and more dumps from original media [!]	Japan	DC	1.003
HDR-0165	Sonic Adventure 2	10th Anniversary Birthday Pack	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Japan	DC	1.008
HDR-0167	Dabi Tsuku 2	Original	Japanese	Dumped from original media	Japan	DC	1.004
HDR-0168	Guru Guru Onsen 2	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.005
HDR-0169	Get Bass 2	Original	Japanese	Dumped from original media	Japan	DC	1.080
HDR-0171	SGGG: Segagaga	Tentou-ban	Japanese	Dumped from original media	Japan	DC	2.000
HDR-0172	Candy Stripe: Minarai Tenshi	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.002
HDR-0173	Pro Yakyuu Team o Tsukurou! & Asobou!	Original	Japanese	Dumped from original media	Japan	DC	1.003
HDR-0176	Cosmic Smash	Original	English	Dumped from original media	Japan	DC	1.000
HDR-0177	Power Smash 2: Sega Professional Tennis	Original	English	2 and more dumps from original media [!]	Japan	DC	1.004
HDR-0178	Rez	Original	English / French / German / Italian / Japanese / Spanish	Dumped from original media	Japan	DC	1.003
HDR-0179	Shenmue II (Disc 4)	Original, Shokai Genteiban	Japanese	2 and more dumps from original media [!]	Japan	DC	1.003
HDR-0183	Saka Tsuku Tokudai-gou 2: J.League Pro Soccer Club o Tsukurou!	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.006
HDR-0184	Sakura Taisen Online: Teito no Nagai Hibi	Original	Japanese	Dumped from original media	Japan	DC	1.007
HDR-0185	Sakura Taisen Online: Paris no Yuuga na Hibi	Original	Japanese	Dumped from original media	Japan	DC	1.007
HDR-0186	De La Jet Set Radio	Original, D-Direct Limited Edition, Dorikore	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Japan	DC	1.001
HDR-0187	Fushigi no Dungeon: Fuurai no Shiren Gaiden: Onna Kenshi Asuka Kenzan!	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.006
HDR-0190	Space Channel 5 Part 2	Original	Japanese	Dumped from original media	Japan	DC	2.000
HDR-0191	Sakura Taisen 4: Koi seyo Otome	Original	Japanese	2 and more dumps from original media [!]	Japan	DC	1.003
HDR-0193	Sakura Taisen 2: Kimi, Shinitamou Koto Nakare (Disc 3)	Memorial Pack, Sakura Wars Complete Box	Japanese	2 and more dumps from original media [!]	Japan	DC	1.005
HDR-0194	Sakura Taisen 3: Paris wa Moeteiru ka (Disc 3)	Original, Shokai Genteiban A, Shokai Genteiban B, Memorial Pack, Sakura Wars Complete Box	Japanese	2 and more dumps from original media [!]	Japan	DC	1.003
HDR-0195	Guru Guru Onsen 3	Original	Japanese	Dumped from original media	Japan	DC	1.002
HDR-0196	NFL 2K2	Original	English	Dumped from original media	Japan	DC	1.000
HDR-0197	NBA 2K2	Original	English	Dumped from original media	Japan	DC	1.000
HDR-0198	World Series Baseball 2K2	Original	English	Dumped from original media	Japan	DC	1.000
HDR-0199	NHL 2K2	Sample	English	Dumped from original media	Japan	DC	1.009
HDR-0201	Sakura Taisen 3: Paris wa Moeteiru ka: Drama Download Disc	Original, Sakura Wars Complete Box	Japanese	2 and more dumps from original media [!]	Japan	DC	1.000
HDR-0204	JRA PAT for Dreamcast V50 L10	Original	Japanese	Dumped from original media	Japan	DC	1.000
HDR-0216	Puyo Puyo Fever	Original, Drekore	English / Japanese	2 and more dumps from original media [!]	Japan	DC	1.005
HDR-0217	Puyo Puyo Fever	Original, Drekore	English / Japanese	2 and more dumps from original media [!]	Japan	DC	1.005
HKT-0910	Dreamcast System-Disc 2	N/A	N/A	Dumped from original media	Japan	DC	1.101
IGN1	Official Sega Dreamcast Magazine Vol. 2: November 1999	N/A	English	Dumped from original media	USA	DC	1.020
IGN10	Official Sega Dreamcast Magazine Vol. 10: January 2001	N/A	English	Dumped from original media	USA	DC	1.200
IGN2	Official Sega Dreamcast Magazine Vol. 3: January 2000	N/A	English	Dumped from original media	USA	DC	1.010
IGN3	Official Sega Dreamcast Magazine Vol. 4: March 2000	N/A	English	Dumped from original media	USA	DC	1.020
IGN6	Official Sega Dreamcast Magazine Vol. 6: July 2000	N/A	English	Dumped from original media	USA	DC	1.050
IGN7	Official Sega Dreamcast Magazine Vol. 7: September 2000	N/A	English	Dumped from original media	USA	DC	1.020
IGN8	Official Sega Dreamcast Magazine Vol. 8: November 2000	N/A	English	Dumped from original media	USA	DC	1.020
IGN9	Official Sega Dreamcast Magazine Vol. 9: December 2000	N/A	English	Dumped from original media	USA	DC	1.000
KRT-DCPAR2	Karat DC-you: Pro Action Replay 2	Unlicensed	Japanese	Dumped from original media	Japan	DC	1.060
KRT-SDC01	Karat DC-you: Pro Action Replay DC PAR: Sampler: Nyuumon-hen	Demo	Japanese	Dumped from original media	Japan	DC	N/A
LHPBRE2-DC	Last Hope: Pink Bullets	Unlicensed	English	Dumped from original media	Europe	DC	1.000
MJCYX-80002	Hang the DJ	Original	Japanese	Dumped from original media	Japan	DC	1.070
MK-51000-50	Sonic Adventure	Original	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Europe	DC	1.003
MK-51001-50	Virtua Fighter 3tb	Original	English	2 and more dumps from original media [!]	Europe	DC	1.000
MK-51001-53	Virtua Fighter 3tb	Original	English	2 and more dumps from original media [!]	Europe	DC	1.000
MK-51002-50	The House of the Dead 2	Original	English / French / German / Spanish	Dumped from original media	Europe	DC	1.000
MK-51004-53	NBA 2K	Original, Sample	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.006
MK-51006-50	Sega Bass Fishing	Original	English	Dumped from original media	Europe	DC	1.020
MK-51010-50	Snow Surfers	Original	English	Dumped from original media	Europe	DC	1.001
MK-51011-50	Time Stalkers	Original	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.003
MK-51013-50	Dynamite Cop	Original	N/A	Dumped from original media	Europe	DC	1.005
MK-51019-50	Sega Rally 2	Original	English	2 and more dumps from original media [!]	Europe	DC	1.001
MK-51020-50	Toy Commander	Original	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.021
MK-51021-50	Red Dog: Superior Firepower	Original, Sample	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.520
MK-51022-50	MSR: Metropolis Street Racer	Original	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.009
MK-51025-50	NHL 2K	Original	English	2 and more dumps from original media [!]	Europe	DC	1.000
MK-51028-50	Virtua Striker 2 Ver. 2000.1	Original	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Europe	DC	1.007
MK-51031-50	Sega Worldwide Soccer 2000	Original	English / French / German / Spanish	Dumped from original media	Europe	DC	1.300
MK-51033-50	Ecco the Dolphin: Defender of the Future	Original	English / French / German / Spanish	Dumped from original media	Europe	DC	1.003
MK-51035-50	Crazy Taxi	Original	English	Dumped from original media	Europe	DC	1.000
MK-51037-50	Daytona USA 2001	Original	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.002
MK-51038-50	Zombie Revenge	Original	English / Japanese	Dumped from original media	Europe	DC	1.000
MK-51041-50	Headhunter (Disc 2)	Original	English / French / German / Spanish	Dumped from original media	Europe	DC	1.006
MK-51049-50	ChuChu Rocket!	Original, Sample	English / French / German / Japanese / Spanish	2 and more dumps from original media [!]	Europe	DC	1.014
MK-51050-50	Maken X	Original	English / French / German / Spanish	Dumped from original media	Europe	DC	1.000
MK-51051-50	Space Channel 5	Original	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.001
MK-51052-50	Skies of Arcadia (Disc 2)	Original	English / French / German / Spanish	Dumped from original media	Europe	DC	1.000
MK-51053	Sega GT	Original	English	Dumped from original media	USA	DC	1.003
MK-51053-50	Sega GT	Original, Sample	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.001
MK-51054-50	Virtua Tennis: Sega Professional Tennis	Original	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.001
MK-51058-50	Jet Set Radio	Original	English / French / German / Spanish	2 and more dumps from original media [!]	Europe	DC	1.002
